UPI,y1_hhid,indidy1,y2_hhid,indidy2,y3_hhid,indidy3,y4_hhid,indidy4,sdd_hhid,sdd_indid
466,55010040320029,6,5501004032002901,4,3839-001,4,,,,
467,55010040320029,7,5501004032002901,5,3839-001,5,,,,
468,55010040320029,8,5501004032002901,6,,,,,,
469,55010040320029,9,5501004032002901,7,3839-001,6,,,,
470,55010040320016,1,5501004032001601,1,3837-001,1,,,,
471,55010040320016,2,5501004032001602,2,3838-001,2,,,,
472,55010040320015,1,5501004032001501,1,3836-001,1,,,,
473,55010040320015,2,5501004032001501,2,3836-002,5,,,,
474,55010040320015,3,5501004032001501,3,3836-003,4,,,,
475,55010040320015,4,5501004032001501,4,,,,,,
476,55010040320009,1,5501004032000901,1,3835-001,1,,,,
477,55010040320009,2,5501004032000901,2,3835-001,2,,,,
478,55010040320009,3,5501004032000901,3,3835-001,3,,,,
479,55010040320009,4,5501004032000901,4,3835-001,4,,,,
480,55010040320009,5,5501004032000901,5,3835-001,5,,,,
481,55010040320009,6,5501004032000901,6,3835-001,6,,,,
482,55010040320002,1,5501004032000201,1,3833-001,1,,,,
483,55010040320002,2,5501004032000201,2,3833-001,2,,,,
484,55010040320002,3,5501004032000203,1,3834-001,1,,,,
485,55010040320002,4,5501004032000203,2,,,,,,
486,55010040320002,5,5501004032000201,3,3833-001,3,,,,
487,55010040320002,6,5501004032000201,4,3833-001,4,,,,
488,55010020310116,1,5501002031011601,1,3832-001,1,,,,
489,55010020310116,2,5501002031011601,2,3832-002,1,,,,
490,55010020310116,3,5501002031011601,3,3832-002,2,,,,
491,55010020310116,4,5501002031011601,4,3832-002,3,,,,
492,55010020310116,5,5501002031011601,5,3832-002,4,,,,
493,55010020310116,6,5501002031011601,6,3832-002,5,,,,
494,55010020310116,7,5501002031011601,7,3832-002,6,,,,
495,55010020310116,8,5501002031011601,8,3832-002,7,,,,
496,55010020310116,9,5501002031011601,9,3832-002,8,,,,
497,55010020310116,10,5501002031011601,10,3832-002,9,,,,
498,55010020310116,11,5501002031011601,11,3832-002,10,,,,
499,55010020310114,1,5501002031011401,1,3831-001,1,,,,
500,55010020310114,2,5501002031011401,2,3831-001,2,,,,
501,55010020310114,3,5501002031011401,3,3831-001,3,,,,
502,55010020310114,4,5501002031011401,4,3831-001,4,,,,
503,55010020310114,5,5501002031011401,5,3831-001,5,,,,
504,55010020310114,6,5501002031011401,6,3831-001,6,,,,
505,55010020310092,1,5501002031009201,1,3830-001,1,,,,
506,55010020310092,2,5501002031009201,2,3830-001,2,,,,
507,55010020310092,3,5501002031009201,3,3830-001,3,,,,
508,55010020310092,4,5501002031009201,4,3830-001,4,,,,
509,55010020310092,5,5501002031009201,5,3830-001,5,,,,
510,55010020310092,6,5501002031009201,6,3830-001,6,,,,
511,55010020310091,1,5501002031009101,1,3829-001,1,,,,
512,55010020310091,2,5501002031009101,2,3829-001,2,,,,
513,55010020310091,3,5501002031009101,3,3829-001,3,,,,
514,55010020310091,4,5501002031009101,4,3829-001,4,,,,
515,55010020310091,5,5501002031009101,5,3829-001,5,,,,
516,55010020310055,1,5501002031005501,1,3828-001,1,,,,
517,55010020310055,2,5501002031005501,2,3828-001,2,,,,
518,55010020310055,3,5501002031005501,3,3828-001,3,,,,
519,55010020310055,4,5501002031005501,4,3828-001,4,,,,
520,55010020310054,1,5501002031005401,1,3826-001,1,,,,
521,55010020310054,2,5501002031005401,2,3826-001,2,,,,
522,55010020310054,3,5501002031005403,2,3827-001,2,,,,
523,55010020310054,4,5501002031005401,3,3826-001,3,,,,
524,55010020310054,5,5501002031005401,4,3826-001,4,,,,
525,55010020310054,6,5501002031005401,5,3826-001,5,,,,
526,55010020310054,7,5501002031005401,6,3826-001,6,,,,
527,55010020310050,1,5501002031005001,1,3825-001,1,,,,
528,55010020310050,2,5501002031005001,2,3825-001,2,,,,
529,55010020310050,3,5501002031005001,3,3825-003,2,,,,
530,55010020310050,4,5501002031005001,4,3825-001,3,,,,
531,55010020310050,5,5501002031005001,5,3825-001,4,,,,
532,55010020310050,6,5501002031005001,6,3825-001,5,,,,
533,55010020310050,7,5501002031005001,7,3825-001,6,,,,
534,55010020310050,8,5501002031005001,8,3825-001,7,,,,
535,55010020310050,9,5501002031005001,9,3825-001,8,,,,
536,55010020310006,1,5501002031000601,1,3824-001,1,,,,
537,55010020310006,2,5501002031000601,2,3824-001,2,,,,
538,55010020310006,3,5501002031000601,3,3824-001,3,,,,
539,55010020310006,4,5501002031000601,4,3824-001,4,,,,
540,55010020310006,5,5501002031000601,6,3824-001,6,,,,
541,55010020310006,6,5501002031000601,5,3824-001,5,,,,
542,54020130160042,1,5402013016004201,1,3823-001,1,0848-001,1,0848-001-001,1
543,54020130160042,2,5402013016004201,2,3823-001,2,0848-001,2,0848-001-001,2
544,54020130160042,3,5402013016004201,3,3823-001,3,0848-001,3,0848-001-003,1
545,54020130160042,4,,,3823-001,8,,,,
546,54020130160042,5,5402013016004201,4,3823-001,4,0848-001,4,0848-001-004,1
547,54020130160042,6,5402013016004201,5,3823-001,5,0848-001,5,0848-001-005,2
548,54020130160042,7,5402013016004201,6,3823-001,6,0848-001,6,0848-001-006,2
549,54020130160042,8,5402013016004201,7,3823-001,7,0848-001,7,0848-001-001,7
550,54020130160039,1,5402013016003901,1,3822-001,1,0847-001,1,0847-001-001,1
551,54020130160039,2,5402013016003901,2,3822-001,2,0847-001,2,0847-001-001,2
552,54020130160039,3,5402013016003901,3,3822-001,3,0847-001,3,0847-001-003,2
553,54020130160039,4,5402013016003901,4,3822-001,4,0847-004,2,0847-004-001,2
554,54020130160039,5,5402013016003901,5,3822-001,5,0847-001,4,0847-001-001,4
555,54020130160038,1,5402013016003801,1,3819-001,1,0844-001,1,0844-001-001,1
556,54020130160038,2,5402013016003801,2,3819-001,2,0844-001,2,0844-001-002,1
557,54020130160038,3,5402013016003801,3,3819-001,3,,,,
558,54020130160038,4,5402013016003804,2,3820-001,2,,,,
559,54020130160038,5,5402013016003801,4,3819-001,4,0844-004,2,0844-004-001,2
560,54020130160038,6,5402013016003801,5,3819-001,5,0844-001,3,,
561,54020130160038,7,5402013016003801,6,3819-001,6,0844-001,4,0844-001-001,4
562,54020130160038,8,5402013016003801,7,3819-001,7,0844-001,5,0844-001-002,2
563,54020130160038,9,5402013016003809,1,3821-001,1,0846-001,1,0846-001-001,1
564,54020130160032,1,5402013016003201,1,3818-001,1,0842-001,1,0842-001-001,1
565,54020130160032,2,5402013016003201,2,3818-001,2,0842-001,2,0842-001-001,2
566,54020130160032,3,5402013016003201,3,3818-003,2,0843-001,2,0843-001-001,2
567,54020130160032,4,5402013016003201,4,3818-001,3,0842-001,3,0842-001-001,3
568,54020130160032,5,5402013016003201,5,3818-001,4,0842-001,4,,
569,54020130160019,1,5402013016001901,1,3817-001,1,0841-001,1,0841-001-001,1
570,54020130160019,2,5402013016001901,2,3817-001,2,0841-001,2,0841-001-001,2
571,54020130160019,3,5402013016001901,3,3817-001,3,0841-001,3,0841-001-001,3
572,54020130160019,4,5402013016001901,4,3817-001,4,0841-001,4,0841-001-001,4
573,54020130160019,5,5402013016001901,5,3817-001,5,0841-001,5,0841-001-001,5
574,54020130160019,6,5402013016001901,6,3817-001,6,0841-001,6,,
575,54020130160019,7,5402013016001901,7,3817-001,7,0841-001,7,,
576,54020130160019,8,5402013016001901,8,3817-001,8,0841-001,8,0841-001-001,8
577,54020130160019,9,5402013016001901,9,3817-001,9,0841-001,9,,
578,54020130160011,1,5402013016001101,1,3816-001,1,0840-001,1,,
579,54020130160011,2,5402013016001101,2,3816-001,2,0840-001,2,0840-001-002,2
580,54020130160011,3,5402013016001101,3,3816-001,3,,,,
581,54020130160008,1,5402013016000801,1,3815-001,1,0839-001,1,,
582,54020130160008,2,5402013016000801,2,3815-001,2,0839-002,1,0839-002-001,1
583,54020130160006,1,5402013016000601,1,3814-001,1,0838-001,1,,
584,54020130160006,2,5402013016000601,2,3814-001,2,0838-001,2,,
585,54020090420063,1,5402009042006301,1,3813-001,1,,,,
586,54020090420063,2,5402009042006301,2,3813-001,2,,,,
587,54020090420063,3,5402009042006301,3,3813-001,3,,,,
588,54020090420063,4,5402009042006301,4,3813-001,4,,,,
589,54020090420063,5,5402009042006301,5,3813-001,5,,,,
590,54020090420045,1,5402009042004501,1,3812-001,1,,,,
591,54020090420045,2,5402009042004501,2,3812-001,2,,,,
592,54020090420045,3,5402009042004501,3,3812-003,2,,,,
593,54020090420045,4,5402009042004501,4,3812-001,3,,,,
594,54020090420045,5,5402009042004501,5,3812-001,4,,,,
595,54020090420045,6,5402009042004501,6,3812-001,5,,,,
596,54020090420035,1,5402009042003501,1,3811-001,1,,,,
597,54020090420029,1,5402009042002901,1,3810-001,1,,,,
598,54020090420029,2,5402009042002901,2,3810-001,2,,,,
599,54020090420029,3,5402009042002901,7,3810-001,7,,,,
600,54020090420029,4,5402009042002901,3,3810-001,3,,,,
601,54020090420029,5,5402009042002901,4,3810-001,4,,,,
602,54020090420029,6,5402009042002901,5,3810-001,5,,,,
603,54020090420016,1,5402009042001601,1,3809-001,1,,,,
604,54020090420016,2,5402009042001601,2,3809-001,2,,,,
605,54020090420016,3,5402009042001601,3,3809-001,3,,,,
606,54020090420016,4,5402009042001601,4,3809-001,4,,,,
607,54020090420016,5,5402009042001601,5,3809-001,5,,,,
608,54020090420016,6,5402009042001601,6,3809-001,6,,,,
609,54020090420015,1,5402009042001501,1,3808-001,1,,,,
610,54020090420015,2,5402009042001501,2,3808-001,2,,,,
611,54020090420015,3,5402009042001501,3,3808-001,3,,,,
612,54020090420015,4,5402009042001501,4,3808-001,4,,,,
613,54020090420015,5,5402009042001501,5,3808-001,5,,,,
614,54020090420015,6,5402009042001501,6,3808-001,6,,,,
615,54020090420015,7,5402009042001501,7,3808-001,7,,,,
616,54020090420015,8,5402009042001501,8,3808-001,8,,,,
617,54020090420015,9,5402009042001501,9,3808-001,9,,,,
618,54020090420009,1,5402009042000901,1,3806-001,1,,,,
619,54020090420009,2,5402009042000901,2,3806-001,2,,,,
620,54020090420009,3,5402009042000903,2,3807-001,2,,,,
621,54020090420009,4,5402009042000901,3,,,,,,
622,54020090420009,5,5402009042000901,4,3806-001,3,,,,
623,54020090420009,6,5402009042000901,5,3806-001,4,,,,
624,54020090420009,7,,,,,,,,
625,54020090420009,8,5402009042000901,6,3806-001,5,,,,
626,54020090420002,1,5402009042000201,1,3805-001,1,,,,
627,54020090420002,2,5402009042000201,2,3805-001,2,,,,
628,54020090420002,3,5402009042000201,3,3805-001,3,,,,
629,54020090420002,4,5402009042000201,4,3805-001,4,,,,
630,54020090420002,5,5402009042000201,5,3805-001,5,,,,
631,54020090420002,6,5402009042000201,6,3805-001,6,,,,
632,54020090420002,7,5402009042000201,7,3805-001,7,,,,
633,54020050130114,1,5402005013011401,1,3804-001,1,,,,
634,54020050130091,1,5402005013009101,1,3803-001,1,,,,
635,54020050130091,2,5402005013009101,2,3803-001,2,,,,
636,54020050130091,3,5402005013009101,3,3803-001,3,,,,
637,54020050130090,1,5402005013009001,1,3802-001,1,,,,
638,54020050130090,2,5402005013009001,2,3802-001,2,,,,
639,54020050130090,3,5402005013009001,3,3802-001,3,,,,
640,54020050130090,4,5402005013009001,4,3802-001,4,,,,
641,54020050130090,5,5402005013009001,5,,,,,,
642,54020050130086,1,5402005013008601,1,3801-001,1,,,,
643,54020050130086,2,5402005013008601,2,3801-001,2,,,,
644,54020050130086,3,5402005013008601,3,3801-001,3,,,,
645,54020050130086,4,5402005013008601,4,3801-001,4,,,,
646,54020050130086,5,5402005013008601,5,3801-001,5,,,,
647,54020050130086,6,,,,,,,,
648,54020050130086,7,5402005013008601,6,3801-001,6,,,,
649,54020050130086,8,5402005013008601,7,,,,,,
650,54020050130086,9,5402005013008601,8,3801-001,7,,,,
651,54020050130055,1,5402005013005501,1,3800-001,1,,,,
652,54020050130055,2,5402005013005501,2,3800-001,2,,,,
653,54020050130055,3,5402005013005501,3,3800-001,3,,,,
654,54020050130055,4,5402005013005501,4,3800-001,4,,,,
655,54020050130055,5,5402005013005501,5,3800-001,5,,,,
656,54020050130055,6,5402005013005501,6,,,,,,
657,54020050130055,7,5402005013005501,7,3800-001,6,,,,
658,54020050130055,8,5402005013005501,8,3800-001,7,,,,
659,54020050130055,9,5402005013005501,9,,,,,,
660,54020050130055,10,5402005013005501,10,3800-001,8,,,,
661,54020050130054,1,5402005013005401,1,3798-001,1,,,,
662,54020050130054,2,5402005013005401,2,3798-001,2,,,,
663,54020050130054,3,5402005013005401,3,3798-001,3,,,,
664,54020050130054,4,5402005013005401,4,3798-004,2,,,,
665,54020050130054,5,5402005013005401,5,3798-001,4,,,,
666,54020050130054,6,5402005013005401,6,3798-001,5,,,,
667,54020050130054,7,5402005013005407,2,3799-001,2,,,,
668,54020050130054,8,5402005013005401,7,3798-001,6,,,,
669,54020050130050,1,5402005013005001,1,3797-001,1,,,,
670,54020050130050,2,5402005013005001,2,3797-001,2,,,,
671,54020050130050,3,5402005013005001,3,3797-001,3,,,,
672,54020050130050,4,5402005013005001,4,3797-001,4,,,,
673,54020050130006,1,5402005013000601,1,3796-001,1,,,,
674,54020050130006,2,5402005013000601,2,3796-001,2,,,,
675,54020050130006,3,5402005013000601,3,3796-003,2,,,,
676,54020050130006,4,5402005013000601,4,3796-001,3,,,,
677,54020050130006,5,5402005013000601,5,3796-001,4,,,,
678,54020050130006,6,5402005013000601,6,3796-001,5,,,,
679,54020050130006,7,5402005013000601,7,3796-001,6,,,,
680,54020050130006,8,5402005013000601,8,3796-001,7,,,,
681,54020050130006,9,5402005013000601,9,3796-001,8,,,,
682,54020030220110,1,5402003022011001,1,3795-001,1,,,,
683,54020030220110,2,5402003022011001,2,3795-001,2,,,,
684,54020030220110,3,5402003022011001,3,3795-001,7,,,,
685,54020030220110,4,5402003022011001,4,3795-001,3,,,,
686,54020030220110,5,5402003022011001,5,3795-001,4,,,,
687,54020030220110,6,5402003022011001,6,,,,,,
688,54020030220088,1,5402003022008801,1,3794-001,1,,,,
689,54020030220088,2,5402003022008801,2,3794-001,2,,,,
690,54020030220088,3,5402003022008801,3,3794-001,3,,,,
691,54020030220088,4,5402003022008801,4,3794-001,4,,,,
692,54020030220088,5,5402003022008801,5,3794-001,5,,,,
693,54020030220088,6,5402003022008801,6,3794-001,6,,,,
694,54020030220084,1,5402003022008401,1,3792-001,1,,,,
695,54020030220084,2,5402003022008401,2,3792-001,2,,,,
696,54020030220084,3,5402003022008403,2,3793-001,2,,,,
697,54020030220084,4,5402003022008401,3,,,,,,
698,54020030220084,5,5402003022008401,4,3792-001,3,,,,
699,54020030220084,6,,,3792-001,5,,,,
700,54020030220084,7,,,3792-001,6,,,,
701,54020030220084,8,5402003022008401,5,3792-001,4,,,,
702,54020030220075,1,5402003022007501,1,3790-001,1,,,,
703,54020030220075,2,5402003022007502,1,3791-001,1,,,,
704,54020030220075,3,,,3790-001,2,,,,
705,54020030220075,4,,,,,,,,
706,54020030220063,1,5402003022006301,1,,,,,,
707,54020030220063,2,5402003022006301,2,,,,,,
708,54020030220045,1,5402003022004501,1,3788-001,1,,,,
709,54020030220045,2,5402003022004501,2,3788-001,2,,,,
710,54020030220045,3,5402003022004501,3,3788-001,3,,,,
711,54020030220045,4,5402003022004501,4,3788-001,4,,,,
712,54020030220045,5,5402003022004501,5,3788-001,5,,,,
713,54020030220035,1,5402003022003501,1,3787-001,1,,,,
714,54020030220035,2,5402003022003501,2,3787-001,2,,,,
715,54020030220035,3,5402003022003501,3,3787-001,3,,,,
716,54020030220035,4,5402003022003501,4,3787-001,4,,,,
717,54020030220016,1,5402003022001601,1,3786-001,1,,,,
718,54020030220016,2,5402003022001601,2,3786-001,2,,,,
719,54020030220016,3,5402003022001601,3,3786-001,3,,,,
720,54020030220016,4,5402003022001601,4,,,,,,
721,54020030220016,5,5402003022001601,5,3786-001,4,,,,
722,54020030220016,6,5402003022001601,6,3786-001,5,,,,
723,54020030220016,7,5402003022001601,7,3786-001,6,,,,
724,54020030220016,8,5402003022001601,8,3786-001,7,,,,
725,54020030220016,9,5402003022001601,9,3786-001,8,,,,
726,54010170080072,1,5401017008007201,1,3785-001,1,0836-001,1,0836-001-001,1
727,54010170080072,2,5401017008007201,2,,,,,,
728,54010170080072,3,5401017008007201,3,3785-003,2,,,,
729,54010170080072,4,5401017008007201,4,3785-001,2,0836-001,2,0836-001-002,1
730,54010170080072,5,5401017008007201,5,3785-005,1,0835-001,1,0835-001-001,1
731,54010170080072,6,5401017008007201,6,3785-001,3,0836-001,3,0836-001-001,3
732,54010170080072,7,5401017008007201,7,3785-001,4,0836-001,4,0835-001-001,9
733,54010170080072,8,5401017008007201,8,3785-001,5,0836-001,5,0836-001-001,5
734,54010170080072,9,5401017008007201,9,3785-001,6,0836-001,6,0836-001-001,6
735,54010170080072,10,5401017008007201,10,3785-001,7,0836-001,7,0836-001-001,7
736,54010170080072,11,5401017008007201,11,,,0836-001,9,0835-001-001,8
737,54010170080072,12,5401017008007201,12,,,,,,
738,54010170080072,13,5401017008007201,13,3785-003,3,,,,
739,54010170080068,1,5401017008006801,1,3784-001,1,0834-001,1,0834-001-001,1
740,54010170080068,2,5401017008006801,2,3784-001,2,0834-001,2,0834-001-001,2
741,54010170080068,3,5401017008006801,3,3784-001,3,0834-001,3,0834-001-001,3
742,54010170080068,4,5401017008006801,4,3784-001,4,0834-001,4,0834-001-001,4
743,54010170080068,5,5401017008006801,5,3784-001,5,0834-001,5,0834-001-001,5
744,54010170080068,6,5401017008006801,6,3784-001,6,0834-001,6,0834-001-001,6
745,54010170080062,1,5401017008006201,1,3783-001,1,,,,
746,54010170080062,2,,,3783-001,3,0833-002,1,,
747,54010170080062,3,5401017008006201,2,3783-001,2,0833-002,2,,
748,54010170080059,1,5401017008005901,1,3781-001,1,0831-001,1,0831-001-001,1
749,54010170080059,2,5401017008005901,2,3781-001,2,0831-001,2,0831-001-001,2
750,54010170080059,3,5401017008005903,1,3782-001,1,,,,
751,54010170080059,4,5401017008005901,3,3781-001,3,0831-001,3,0831-001-001,3
752,54010170080049,1,5401017008004901,1,3780-001,1,0830-001,1,0830-001-001,1
753,54010170080049,2,5401017008004901,2,3780-001,2,0830-001,2,0830-001-001,2
754,54010170080049,3,5401017008004901,3,3780-001,3,0830-001,3,0830-001-001,3
755,54010170080049,4,5401017008004901,4,,,,,,
756,54010170080049,5,5401017008004901,5,3780-001,4,0830-001,4,0830-001-001,4
757,54010170080049,6,5401017008004901,6,3780-001,5,0830-001,5,0830-001-001,5
758,54010170080048,1,5401017008004801,1,3779-001,1,0829-001,1,0829-001-001,1
759,54010170080048,2,5401017008004801,2,3779-001,2,0829-001,2,0829-001-001,2
760,54010170080048,3,5401017008004801,3,3779-001,3,0829-001,3,0829-001-001,3
761,54010170080048,4,5401017008004801,4,3779-001,4,0829-001,4,0829-001-001,4
762,54010170080044,1,5401017008004401,1,3778-001,1,0828-001,1,0828-001-001,1
763,54010170080044,2,5401017008004401,2,3778-001,2,0828-001,2,0828-001-002,1
764,54010170080044,3,5401017008004401,3,3778-001,3,0828-001,3,0828-001-002,2
765,54010170080044,4,5401017008004401,4,3778-001,4,0828-001,4,0828-001-002,3
766,54010170080036,1,5401017008003601,1,3777-001,1,0827-001,1,,
767,54010170080036,2,5401017008003601,2,3777-001,2,0827-001,2,0827-001-002,3
768,54010170080036,3,5401017008003601,3,,,,,,
769,54010170080036,4,,,,,,,,
770,54010170080036,5,5401017008003601,4,3777-001,6,0827-001,6,0827-001-002,1
771,54010170080036,6,5401017008003601,5,3777-001,3,0827-001,3,,
772,54010170080036,7,5401017008003601,6,3777-001,4,0827-001,4,,
773,54010170080036,8,,,,,,,,
774,54010160140055,1,5401016014005501,1,3776-001,1,,,,
775,54010160140055,2,5401016014005501,2,3776-001,2,,,,
776,54010160140055,3,5401016014005501,3,3776-001,3,,,,
777,54010160140055,4,5401016014005501,4,3776-001,4,,,,
778,54010160140055,5,5401016014005501,5,3776-001,5,,,,
779,54010160140050,1,5401016014005001,1,3775-001,1,,,,
780,54010160140050,2,5401016014005001,2,3775-001,2,,,,
781,54010160140047,1,5401016014004701,1,3774-001,1,,,,
782,54010160140047,2,5401016014004701,2,3774-001,2,,,,
783,54010160140047,3,5401016014004701,3,3774-001,3,,,,
784,54010160140047,4,5401016014004701,4,3774-004,2,,,,
785,54010160140047,5,5401016014004701,5,,,,,,
786,54010160140047,6,5401016014004701,6,3774-001,4,,,,
787,54010160140047,7,5401016014004701,7,3774-001,5,,,,
788,54010160140047,8,5401016014004701,8,3774-001,6,,,,
789,54010160140047,9,5401016014004701,9,,,,,,
790,54010160140042,1,5401016014004201,1,3773-001,1,,,,
791,54010160140042,2,5401016014004201,2,3773-001,2,,,,
792,54010160140042,3,5401016014004201,3,3773-001,3,,,,
793,54010160140042,4,5401016014004201,4,3773-001,4,,,,
794,54010160140042,5,5401016014004201,5,3773-001,5,,,,
795,54010160140042,6,5401016014004201,6,3773-001,6,,,,
796,54010160140042,7,5401016014004201,7,3773-001,7,,,,
797,54010160140042,8,5401016014004201,8,3773-001,8,,,,
798,54010160140013,1,5401016014001301,1,3771-001,1,,,,
799,54010160140013,2,5401016014001302,7,3772-001,7,,,,
800,54010160140013,3,5401016014001301,2,3771-001,2,,,,
