sdd_hhid,foodbev,alctob,foodIN,foodOUT,utilities,clothing,hhexpenses,health,transport,communic,recreat,educa,other,expm,fisherb4c4,foodbevR,alctobR,foodINR,foodOUTR,utilitiesR,clothingR,hhexpensesR,healthR,transportR,communicR,recreatR,educaR,otherR,expmR,region,quarter,urban,area,mainland,hhsize,adulteq
0001-001-001,934266.625,0,934266.625,0,29200,10000,205000,1391000,0,0,0,0,25200,2584666.5,0.969407081604004,963750.5625,0,963750.5625,0,30121.50390625,10315.583984375,211469.46875,1434897.75,0,0,0,0,25995.271484375,2666234.5,1,Jul-Sep 2019,Rural,Rural,Mainland,2,1.600000023841858
0001-001-003,990228.5625,130000,1016228.5625,104000,29200,2000,6000,65000,0,0,0,0,14400,1234828.5,0.969407081604004,1021478.5625,134102.59375,1048299.0625,107282.0703125,30121.50390625,2063.11669921875,6189.35009765625,67051.296875,0,0,0,0,14854.4404296875,1273797.75,1,Jul-Sep 2019,Rural,Rural,Mainland,1,1
0001-001-004,3128008,0,1568008,1560000,404000,65000,230000,663000,249600,360000,0,0,124000,5158608,1.09796249866486,2848920.5,0,1428107.125,1420813.5,367954.28125,59200.56640625,209478.921875,603845.75,227330.171875,327880.0625,0,0,112936.4609375,4698346.5,7,Oct-Dec 2019,Urban,Dar es Salaam,Mainland,1,1
0001-004-001,1669200,182000,1851200,0,10400,540000,41000,0,104000,96000,0,0,167000,2269600,0.969407081604004,1721877.25,187743.625,1909620.875,0,10728.20703125,557041.5,42293.89453125,0,107282.0703125,99029.6015625,0,0,172270.25,2341225,1,Jul-Sep 2019,Rural,Rural,Mainland,3,2.280000001192093
0001-004-002,442000,0,442000,0,53200,32000,0,0,0,0,0,0,24000,519200,1.03654038906097,426418.5,0,426418.5,0,51324.578125,30871.927734375,0,0,0,0,0,0,23153.9453125,500897.03125,1,Oct-Dec 2019,Urban,Rest of urban,Mainland,1,0.8799999952316284
0003-001-001,5263700,0,4691700,572000,554000,669000,49000,195000,1300000,144000,0,231500,156000,7893200,0.969407081604004,5429814,0,4839762.5,590051.375,571483.3125,690112.5625,50546.359375,201153.890625,1341025.875,148544.40625,0,238805.765625,160923.109375,8142296.5,1,Jul-Sep 2019,Rural,Rural,Mainland,6,5.960000038146973
0004-001-001,8345901,0,5095901,3250000,1346400,294000,72000,236000,2140000,780000,22000,165000,216000,13323301,0.972517251968384,8581751,0,5239908,3341843,1384448.5,302308.25,74034.6796875,242669.21875,2200475,802042.3125,22621.70703125,169662.796875,222104.03125,13699809,6,Apr-Jun 2019,Rural,Rural,Mainland,5,3.9999999701976776
0005-001-001,2652478.75,0,2470478.75,182000,106400,270000,230000,0,328000,48000,0,231400,129600,3725878.75,0.969407081604004,2736186.75,0,2548443,187743.625,109757.8125,278520.75,237258.421875,0,338351.15625,49514.80078125,0,238702.609375,133689.96875,3843461.5,1,Jul-Sep 2019,Rural,Rural,Mainland,6,5.200000047683716
0007-001-001,3350285.75,0,1967085.75,1383200,14400,152000,18000,0,0,60000,0,98600,82800,3624085.75,0.969407081604004,3456015.25,0,2029163.75,1426851.5,14854.4404296875,156796.875,18568.05078125,0,0,61893.50390625,0,101711.65625,85413.03125,3738456,1,Jul-Sep 2019,Rural,Rural,Mainland,7,5.4799999594688416
0009-001-001,1730733.25,0,1730733.25,0,24000,0,19200,0,0,36000,0,30000,45600,1885533.25,1.01817429065704,1699839.875,0,1699839.875,0,23571.603515625,0,18857.283203125,0,0,35357.40234375,0,29464.50390625,44786.046875,1851876.75,1,Oct-Dec 2019,Rural,Rural,Mainland,5,4.960000038146973
0010-001-001,1783909.5,0,1783909.5,0,53200,82000,24000,0,0,72000,0,0,160800,2093909.5,0.969407081604004,1840206.75,0,1840206.75,0,54878.90625,84587.7890625,24757.400390625,0,0,74272.203125,0,0,165874.59375,2159990,1,Jul-Sep 2019,Rural,Rural,Mainland,2,1.8799999952316284
0011-001-001,904057.125,0,904057.125,0,10400,78000,12000,0,0,60000,0,0,120000,1106457.125,0.972517251968384,929605.25,0,929605.25,0,10693.8974609375,80204.234375,12339.1123046875,0,0,61695.5625,0,0,123391.125,1137724.875,5,Apr-Jun 2019,Rural,Rural,Mainland,2,1.8799999952316284
0012-001-001,2089750,26000,2058550,57200,0,113000,24000,181000,0,57600,0,133000,60000,2571350,0.969407081604004,2155699.25,26820.517578125,2123514.5,59005.140625,0,116566.09375,24757.400390625,186712.0625,0,59417.76171875,0,137197.265625,61893.50390625,2652497.75,1,Jul-Sep 2019,Rural,Rural,Mainland,10,7.799999952316284
0012-001-010,432095.21875,0,432095.21875,0,53200,6000,12000,0,0,0,0,0,62400,559695.25,1.01817429065704,424382.375,0,424382.375,0,52250.38671875,5892.90087890625,11785.8017578125,0,0,0,0,0,61286.16796875,549704.75,1,Oct-Dec 2019,Rural,Rural,Mainland,1,0.8799999952316284
0012-003-001,384540,0,384540,0,0,61000,36000,65000,0,0,0,0,42000,527540,0.969407081604004,396675.46875,0,396675.46875,0,0,62925.0625,37136.1015625,67051.296875,0,0,0,0,43325.453125,544188.3125,1,Jul-Sep 2019,Rural,Rural,Mainland,4,2.8400000035762787
0013-001-001,569678.5625,104000,361678.5625,312000,0,0,12000,0,0,0,0,0,6000,691678.5625,0.969407081604004,587656.6875,107282.0703125,373092.5625,321846.21875,0,0,12378.7001953125,0,0,0,0,0,6189.35009765625,713506.8125,1,Jul-Sep 2019,Rural,Rural,Mainland,1,0.8799999952316284
0015-001-001,2502066.75,0,2502066.75,0,132000,570000,655000,0,384000,240000,5000,2130000,189600,6237667,0.969407081604004,2581028,0,2581028,0,136165.703125,587988.25,675670.75,0,396118.40625,247574.015625,5157.7919921875,2197219.25,195583.46875,6434517.5,1,Jul-Sep 2019,Rural,Rural,Mainland,9,7.7599999606609344
0016-001-001,237714.296875,78000,315714.3125,0,20800,15000,58000,0,0,0,0,0,47400,441914.3125,0.969407081604004,245216.171875,80461.5546875,325677.75,0,21456.4140625,15473.3759765625,59830.38671875,0,0,0,0,0,48895.8671875,455860.40625,1,Jul-Sep 2019,Rural,Rural,Mainland,1,1
0016-001-002,2943014.25,0,2163014.25,780000,20800,186000,36500,0,0,0,0,0,235200,3235514.25,0.969407081604004,3035891,0,2231275.5,804615.5625,21456.4140625,191869.859375,37651.8828125,0,0,0,0,0,242622.53125,3337621.75,1,Jul-Sep 2019,Rural,Rural,Mainland,5,4.800000101327896
0017-001-001,1560742.875,0,1508742.875,52000,12000,90500,48400,65000,0,36000,0,14500,132000,1868642.875,0.972517251968384,1604848.5,0,1551379,53469.48828125,12339.1123046875,93057.4765625,49767.75390625,66836.859375,0,37017.33984375,0,14909.7607421875,135730.234375,1921449.625,5,Apr-Jun 2019,Rural,Rural,Mainland,5,3.3199999928474426
0017-002-001,2412800,0,2100800,312000,640400,69000,0,195000,144000,72000,0,18000,180000,3662200,0.842694699764252,2863196,0,2492955,370240.84375,759943.0625,81880.1875,0,231400.53125,170880.390625,85440.1953125,0,21360.048828125,213600.484375,4345820.5,5,Apr-Jun 2019,Urban,Rest of urban,Mainland,4,3.240000009536743
0018-001-001,2300876.25,0,1676876.25,624000,240000,380000,36000,13000,1924000,120000,0,14000,140400,4788276,0.969407081604004,2373488.25,0,1729795.75,643692.4375,247574.015625,391992.1875,37136.1015625,13410.2587890625,1984718.375,123787.0078125,0,14441.8173828125,144830.796875,4939386,1,Jul-Sep 2019,Rural,Rural,Mainland,6,4.799999982118607
0020-001-001,2179543,0,1815542.875,364000,26000,147000,60000,0,0,72000,0,87500,128400,2553443,0.969407081604004,2248325.75,0,1872838.5,375487.25,26820.517578125,151639.078125,61893.50390625,0,0,74272.203125,0,90261.359375,132452.09375,2634025.5,1,Jul-Sep 2019,Rural,Rural,Mainland,7,5.760000020265579
0021-001-002,3465800,0,1645800,1820000,420000,420000,70000,0,104000,180000,2000,45000,232800,4519600,0.989414274692535,3502880.5,0,1663408.375,1839472.125,424493.5625,424493.5625,70748.9296875,0,105112.6953125,181925.8125,2021.39794921875,45481.453125,235290.71875,4567955,2,Jan-Mar 2019,Urban,Rest of urban,Mainland,6,4.560000002384186
0023-001-001,14118000,2600000,0,16718000,1680000,1270000,260000,195000,4680000,1200000,50000,3000000,1062000,28845000,1.01817429065704,13865995,2553590.25,0,16419586,1650012.25,1247330.625,255359.03125,191519.265625,4596462.5,1178580.125,49107.5078125,2946450.25,1043043.4375,28330120,2,Oct-Dec 2019,Rural,Rural,Mainland,4,2.919999986886978
0024-001-001,7140042.5,1378000,5788042.5,2730000,206000,960000,491800,1287000,1580000,300000,0,8828000,322000,21532842,0.989414274692535,7216433.5,1392743.25,5849968.5,2759208.25,208203.984375,970271,497061.75,1300769.625,1596904.375,303209.6875,0,8922451,325445.0625,21763222,2,Jan-Mar 2019,Urban,Rest of urban,Mainland,7,6.960000038146973
0026-001-001,2730000,0,0,2730000,252000,1150000,76000,0,520000,60000,0,2050000,159600,5847600,0.95273357629776,2865439,0,0,2865439,264502.0625,1207053.125,79770.4609375,0,545797.9375,62976.68359375,0,2151703.25,167517.96875,6137707.5,2,Jan-Mar 2019,Rural,Rural,Mainland,4,3.0799999833106995
0028-001-001,2537600,0,1601600,936000,312000,277400,24000,0,0,120000,0,700000,208800,3902400,0.989414274692535,2564749.75,0,1618735.5,946014.25,315338.09375,280367.90625,24256.775390625,0,0,121283.875,0,707489.3125,211033.953125,3944151.75,2,Jan-Mar 2019,Urban,Rest of urban,Mainland,5,4.7200000286102295
0029-001-001,4078706.75,0,3246706.75,832000,509200,346000,0,227500,824000,540000,0,70000,224400,6473807,0.989414274692535,4122344.75,0,3281443.25,840901.5625,514647.90625,349701.84375,0,229934.015625,832815.9375,545777.4375,0,70748.9296875,226800.84375,6543070,2,Jan-Mar 2019,Urban,Rest of urban,Mainland,8,6.919999986886978
0030-001-001,2223866.5,0,1885866.625,338000,161200,70000,29200,0,0,12000,0,0,148800,2575066.5,0.989414274692535,2247659.5,0,1906043.5,341616.25,162924.671875,70748.9296875,29512.41015625,0,0,12128.3876953125,0,0,150392.015625,2602617,2,Jan-Mar 2019,Urban,Rest of urban,Mainland,3,2.759999990463257
0031-001-001,4481666,0,4247666,234000,11200,405000,89000,520000,0,72000,0,1315000,64800,6553666,0.989414274692535,4529615.5,0,4293111.5,236503.5625,11319.828125,409333.09375,89952.2109375,525563.5,0,72770.328125,0,1329069.125,65493.29296875,6623783.5,2,Jan-Mar 2019,Urban,Rest of urban,Mainland,7,5.96000000834465
0032-001-001,1669007.375,0,239007.40625,1430000,154400,60000,0,0,364000,120000,0,0,20400,2327807.5,0.989414274692535,1686864,0,241564.546875,1445299.5,156051.921875,60641.9375,0,0,367894.4375,121283.875,0,0,20618.259765625,2352712.75,2,Jan-Mar 2019,Urban,Rest of urban,Mainland,1,0.8799999952316284
0033-001-001,1227200,0,192400,1034800,425200,35000,0,0,234000,48000,0,0,96000,2030400,1.09682285785675,1118868,0,175415.75,943452.25,387665.15625,31910.349609375,0,0,213343.46875,43762.765625,0,0,87525.53125,1851164.875,2,Jul-Sep 2019,Urban,Rest of urban,Mainland,1,0.8799999952316284
0034-001-001,9235200,0,7597200,1638000,2002400,260000,480000,0,480000,288000,0,412000,168000,13065600,1.09637653827667,8423383,0,6929371,1494012.25,1826379.875,237144.796875,437805.78125,0,437805.78125,262683.46875,0,375783.3125,153232.03125,11917074,7,Jul-Sep 2019,Urban,Dar es Salaam,Mainland,9,7.839999973773956
0036-001-001,1141400,0,49400,1092000,5200,116000,0,0,0,144000,0,1200000,96000,2586600,1.09682285785675,1040642.0625,0,45039.1796875,995602.875,4740.96630859375,105760.015625,0,0,0,131288.296875,0,1094069.125,87525.53125,2358266,2,Jul-Sep 2019,Urban,Rest of urban,Mainland,2,1.8799999952316284
0038-001-001,2132000,0,1742000,390000,490400,85000,7000,0,88400,360000,0,0,96000,3173800,1.03654038906097,2056842.125,0,1680590.625,376251.625,473112.28125,82003.5546875,6753.234375,0,85283.703125,347309.1875,0,0,92615.78125,3061916.5,2,Oct-Dec 2019,Urban,Rest of urban,Mainland,4,2.759999990463257
0039-001-001,1107600,0,1107600,0,125200,109000,12000,442000,0,18000,0,0,120000,1824800,0.972517251968384,1138900.125,0,1138900.125,0,128738.078125,112080.2734375,12339.1123046875,454490.65625,0,18508.669921875,0,0,123391.125,1876367.75,2,Apr-Jun 2019,Rural,Rural,Mainland,3,2.1599999964237213
0040-001-001,707200,0,707200,0,125200,55000,0,0,0,36000,0,48000,60000,976400,1.09682285785675,644771.375,0,644771.375,0,114147.875,50144.83203125,0,0,0,32822.07421875,0,43762.765625,54703.45703125,890207.5625,2,Jul-Sep 2019,Urban,Rest of urban,Mainland,2,1.8799999952316284
0041-001-001,4798008.5,0,1485608.5,3312400,23200,170000,40000,0,442000,180000,0,0,196000,5679208.5,1.09682285785675,4374460.5,0,1354465.25,3019995.5,21152.001953125,154993.125,36468.96875,0,402982.125,164110.359375,0,0,178697.953125,5177872,2,Jul-Sep 2019,Urban,Rest of urban,Mainland,2,2
0041-004-001,5260171.5,572000,5520171.5,312000,485200,500000,641000,312000,312000,120000,5000,0,300000,8007371.5,0.842694699764252,6242084.5,678774.875,6550618.5,370240.84375,575772,593334.6875,760655.0625,370240.84375,370240.84375,142400.328125,5933.3466796875,0,356000.8125,9502103,2,Apr-Jun 2019,Urban,Rest of urban,Mainland,2,1.280000001192093
0042-001-001,1612000,0,1612000,0,809200,605000,45000,845000,239200,72000,0,0,211000,3833400,1.09637653827667,1470297.75,0,1470297.75,0,738067.625,551817.6875,41044.29296875,770720.625,218173.21875,65670.8671875,0,0,192452.125,3496426.5,7,Jul-Sep 2019,Urban,Dar es Salaam,Mainland,3,2.280000001192093
0042-001-002,3543428.5,0,1993828.625,1549600,377200,105000,80000,286000,442000,72000,0,0,334000,5134628.5,0.969407081604004,3655253.25,0,2056750.625,1598502.875,389103.8125,108313.6328125,82524.671875,295025.6875,455948.8125,74272.203125,0,0,344540.5,5296669,6,Jul-Sep 2019,Rural,Rural,Mainland,1,0.8799999952316284
0043-001-001,2071393.125,0,2071393.125,0,700400,210000,22000,0,260000,120000,0,80000,228000,3481793,0.972517251968384,2129929.5,0,2129929.5,0,720192.875,215934.46875,22621.70703125,0,267347.4375,123391.125,0,82260.75,234443.140625,3580186.25,2,Apr-Jun 2019,Rural,Rural,Mainland,4,3.3199999928474426
0044-001-001,2190933.5,0,1930933.375,260000,454000,115000,28800,195000,0,48000,0,90000,102000,3108733.5,0.842694699764252,2599913.75,0,2291379.5,308534.03125,538747.875,136466.984375,34176.078125,231400.53125,0,56960.12890625,0,106800.2421875,121040.2734375,3689038.75,2,Apr-Jun 2019,Urban,Rest of urban,Mainland,4,2.8400000035762787
0045-001-001,5118256,0,3558256,1560000,229600,490000,100800,130000,1040000,24000,0,200000,246000,7088656,1.01817429065704,5026895.5,0,3494741.5,1532154.125,225501.671875,481253.5625,99000.734375,127679.515625,1021436.125,23571.603515625,0,196430.03125,241608.921875,6962124.5,2,Oct-Dec 2019,Rural,Rural,Mainland,4,3.0799999833106995
0046-001-001,2316600,0,2316600,0,58400,270000,57600,0,312000,192000,0,131300,84000,3151900,0.969407081604004,2389708.25,0,2389708.25,0,60243.0078125,278520.75,59417.76171875,0,321846.21875,198059.203125,0,135443.609375,86650.90625,3251368.75,2,Jul-Sep 2019,Rural,Rural,Mainland,14,11.559999972581863
0047-001-001,3332333.5,0,1881533.375,1450800,44000,449000,61500,2600,604000,96000,0,138000,150000,4428433.5,1.09682285785675,3038169.25,0,1715439.625,1322729.5,40115.8671875,409364.1875,56071.04296875,2370.483154296875,550681.4375,87525.53125,0,125817.9453125,136758.640625,4037510.25,2,Jul-Sep 2019,Urban,Rest of urban,Mainland,7,6.480000019073486
0048-001-001,1717739.5,78000,1795739.5,0,197200,47000,3600,0,0,57600,0,24000,48000,2126139.5,1.01817429065704,1687078,76607.7109375,1763685.75,0,193680,46161.0546875,3535.740478515625,0,0,56571.84765625,0,23571.603515625,47143.20703125,2088188.125,3,Oct-Dec 2019,Rural,Rural,Mainland,2,1.9200000762939453
0049-001-001,1298117.25,156000,1454117.25,0,113200,102000,24000,0,208000,48000,0,78000,153000,2078317.25,1.01817429065704,1274946,153215.421875,1428161.375,0,111179.390625,100179.3125,23571.603515625,0,204287.21875,47143.20703125,0,76607.7109375,150268.96875,2041219.5,3,Oct-Dec 2019,Rural,Rural,Mainland,3,2.6800000071525574
0050-001-001,2816933.25,286000,3102933.25,0,5200,285000,36000,26000,0,24000,0,186000,214500,3594633.25,1.01817429065704,2766651.25,280894.9375,3047546.25,0,5107.1806640625,279912.78125,35357.40234375,25535.90234375,0,23571.603515625,0,182679.921875,210671.203125,3530469.5,3,Oct-Dec 2019,Rural,Rural,Mainland,6,5.0799999833106995
