"interview__key","sdd_hhid","plotnum","plotname","plotid_nps4","ag3a_72a","ag3a_72b_1","ag3a_72b_2","ag3a_72b_3","ag3a_72b_4","ag3a_72b_5","ag3a_72b_6","ag3a_72b_7","ag3a_72b_8","ag3a_72b_9","ag3a_72b_10","ag3a_72c_1","ag3a_72c_2","ag3a_72c_3","ag3a_72c_4","ag3a_72c_5","ag3a_72c_6","ag3a_72c_7","ag3a_72c_8","ag3a_72c_9","ag3a_72c_10","ag3a_72d_1","ag3a_72d_2","ag3a_72d_3","ag3a_72d_4","ag3a_72d_5","ag3a_72d_6","ag3a_72d_7","ag3a_72d_8","ag3a_72d_9","ag3a_72d_10","ag3a_72e","ag3a_72f_1","ag3a_72f_2","ag3a_72f_3","ag3a_72f_4","ag3a_72f_5","ag3a_72f_6","ag3a_72f_7","ag3a_72f_8","ag3a_72f_9","ag3a_72f_10","ag3a_72g_1","ag3a_72g_2","ag3a_72g_3","ag3a_72g_4","ag3a_72g_5","ag3a_72g_6","ag3a_72g_7","ag3a_72g_8","ag3a_72g_9","ag3a_72g_10","ag3a_72h_1","ag3a_72h_2","ag3a_72h_3","ag3a_72h_4","ag3a_72h_5","ag3a_72h_6","ag3a_72h_7","ag3a_72h_8","ag3a_72h_9","ag3a_72h_10","ag3a_72i","ag3a_72j_1","ag3a_72j_2","ag3a_72j_3","ag3a_72j_4","ag3a_72j_5","ag3a_72j_6","ag3a_72j_7","ag3a_72j_8","ag3a_72j_9","ag3a_72j_10","ag3a_72k_1","ag3a_72k_2","ag3a_72k_3","ag3a_72k_4","ag3a_72k_5","ag3a_72k_6","ag3a_72k_7","ag3a_72k_8","ag3a_72k_9","ag3a_72k_10","ag3a_72l_1","ag3a_72l_2","ag3a_72l_3","ag3a_72l_4","ag3a_72l_5","ag3a_72l_6","ag3a_72l_7","ag3a_72l_8","ag3a_72l_9","ag3a_72l_10"
"34-90-65-56","0628-003-001",2,"**CONFIDENTIAL**","M2",1,1,2,4,,,,,,,,6,6,6,,,,,,,,7,6,6,,,,,,,,1,1,2,4,,,,,,,,2,2,2,,,,,,,,6,5,6,,,,,,,,1,1,2,4,,,,,,,,3,3,3,,,,,,,,6,6,6,,,,,,,
"84-70-52-23","0628-003-003",1,"**CONFIDENTIAL**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"84-70-52-23","0628-003-003",2,"**CONFIDENTIAL**",,1,1,2,,,,,,,,,8,8,,,,,,,,,6,6,,,,,,,,,1,1,2,,,,,,,,,5,5,,,,,,,,,6,6,,,,,,,,,1,1,2,,,,,,,,,3,3,,,,,,,,,6,6,,,,,,,,
"31-16-19-07","0628-005-001",1,"**CONFIDENTIAL**","M1",1,2,3,4,5,6,11,12,,,,4,2,2,3,2,4,4,,,,4,5,5,5,4,4,4,,,,1,1,2,3,4,5,6,11,12,,,5,4,4,4,5,4,5,4,,,4,4,4,4,4,4,4,4,,,1,2,3,4,5,6,10,11,12,13,,10,8,7,5,8,4,7,6,6,,5,5,5,5,5,4,4,4,4,
"31-16-19-07","0628-005-001",2,"**CONFIDENTIAL**","M2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31-16-19-07","0628-005-001",3,"**CONFIDENTIAL**","M3",1,1,2,3,4,5,6,11,12,13,,18,21,17,16,15,12,17,15,15,,6,6,6,6,6,6,5,5,5,,1,1,2,3,4,5,6,11,12,13,,32,28,31,30,26,21,24,24,21,,6,6,6,6,6,6,6,6,6,,1,1,2,3,4,5,6,10,11,12,13,18,18,20,18,19,18,6,18,16,18,5,6,5,5,5,5,4,5,5,5
"67-85-46-72","0629-002-001",1,"**CONFIDENTIAL**",,1,1,2,3,,,,,,,,3,3,3,,,,,,,,5,5,5,,,,,,,,1,1,,,,,,,,,,4,,,,,,,,,,6,,,,,,,,,,1,2,,,,,,,,,,2,,,,,,,,,,6,,,,,,,,,
"35-42-46-81","0630-001-001",1,"**CONFIDENTIAL**","M1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35-42-46-81","0630-001-001",2,"**CONFIDENTIAL**","M2",1,1,2,,,,,,,,,6,5,,,,,,,,,10,5,,,,,,,,,1,1,2,,,,,,,,,10,5,,,,,,,,,6,2,,,,,,,,,1,1,2,,,,,,,,,5,3,,,,,,,,,2,2,,,,,,,,
"35-42-46-81","0630-001-001",3,"**CONFIDENTIAL**",,1,1,,,,,,,,,,20,,,,,,,,,,8,,,,,,,,,,1,1,,,,,,,,,,15,,,,,,,,,,10,,,,,,,,,,1,1,2,,,,,,,,,3,3,,,,,,,,,5,5,,,,,,,,
"32-73-64-62","0631-001-001",1,"**CONFIDENTIAL**","M1",1,1,2,3,,,,,,,,3,1,2,,,,,,,,5,4,3,,,,,,,,1,1,2,3,,,,,,,,2,2,2,,,,,,,,5,5,5,,,,,,,,1,1,2,3,,,,,,,,3,4,2,,,,,,,,4,2,2,,,,,,,
"32-73-64-62","0631-001-001",2,"**CONFIDENTIAL**",,1,1,2,3,,,,,,,,12,9,12,,,,,,,,5,5,5,,,,,,,,1,1,2,3,,,,,,,,3,3,3,,,,,,,,5,5,5,,,,,,,,1,1,2,3,,,,,,,,2,7,7,,,,,,,,5,5,6,,,,,,,
"04-35-19-17","0631-008-001",1,"**CONFIDENTIAL**",,1,1,4,5,,,,,,,,18,8,6,,,,,,,,5,6,5,,,,,,,,1,1,4,5,6,,,,,,,6,6,3,2,,,,,,,4,4,4,3,,,,,,,1,1,4,5,6,,,,,,,4,3,2,3,,,,,,,4,4,4,2,,,,,,
"55-80-06-17","0632-001-001",1,"**CONFIDENTIAL**","M1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"55-80-06-17","0632-001-001",2,"**CONFIDENTIAL**","M2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"55-80-06-17","0632-001-001",3,"**CONFIDENTIAL**",,1,1,2,3,4,,,,,,,7,7,7,7,,,,,,,6,6,6,6,,,,,,,1,1,2,3,4,,,,,,,6,6,6,6,,,,,,,6,6,6,6,,,,,,,1,1,2,3,4,,,,,,,3,3,3,3,,,,,,,6,6,6,6,,,,,,
"55-80-06-17","0632-001-001",4,"**CONFIDENTIAL**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23-99-80-91","0632-003-001",1,"**CONFIDENTIAL**","M1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23-99-80-91","0632-003-001",2,"**CONFIDENTIAL**","M2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23-99-80-91","0632-003-001",3,"**CONFIDENTIAL**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-48-30-75","0632-004-001",1,"**CONFIDENTIAL**","M1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-48-30-75","0632-004-001",2,"**CONFIDENTIAL**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23-49-04-65","0633-001-002",1,"**CONFIDENTIAL**","M1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23-49-04-65","0633-001-002",2,"**CONFIDENTIAL**","M2",1,2,6,8,,,,,,,,19,15,18,,,,,,,,5,5,5,,,,,,,,1,2,6,8,,,,,,,,6,3,5,,,,,,,,4,4,4,,,,,,,,1,2,6,8,,,,,,,,2,2,2,,,,,,,,4,4,4,,,,,,,
"23-49-04-65","0633-001-002",3,"**CONFIDENTIAL**","M3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23-49-04-65","0633-001-002",4,"**CONFIDENTIAL**","M4",1,2,6,8,,,,,,,,14,12,12,,,,,,,,5,5,5,,,,,,,,1,2,6,8,,,,,,,,5,5,5,,,,,,,,6,6,6,,,,,,,,1,2,6,8,,,,,,,,5,4,3,,,,,,,,6,6,6,,,,,,,
"23-49-04-65","0633-001-002",5,"**CONFIDENTIAL**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"38-75-74-97","0633-001-003",1,"**CONFIDENTIAL**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41-41-80-91","0633-011-002",1,"**CONFIDENTIAL**","M1",1,2,4,5,,,,,,,,5,4,2,,,,,,,,5,5,5,,,,,,,,1,2,4,5,,,,,,,,6,6,2,,,,,,,,6,5,4,,,,,,,,1,2,4,5,,,,,,,,8,5,3,,,,,,,,6,6,5,,,,,,,
"41-41-80-91","0633-011-002",2,"**CONFIDENTIAL**","M2",1,2,4,5,,,,,,,,6,4,3,,,,,,,,6,5,4,,,,,,,,1,2,4,5,,,,,,,,12,6,2,,,,,,,,6,5,5,,,,,,,,1,2,4,5,,,,,,,,12,8,4,,,,,,,,6,5,4,,,,,,,
"41-41-80-91","0633-011-002",3,"**CONFIDENTIAL**","M3",1,2,4,5,,,,,,,,12,6,4,,,,,,,,6,5,5,,,,,,,,1,2,4,5,,,,,,,,24,12,6,,,,,,,,6,6,4,,,,,,,,1,2,4,5,,,,,,,,14,5,4,,,,,,,,6,5,4,,,,,,,
"76-41-43-15","0634-001-001",1,"**CONFIDENTIAL**","M1",1,1,2,4,8,13,,,,,,2,15,12,10,10,,,,,,6,5,10,5,5,,,,,,1,1,2,4,8,13,,,,,,6,15,15,10,10,,,,,,5,5,5,5,5,,,,,,1,1,2,4,8,13,,,,,,5,5,5,3,5,,,,,,2,4,4,3,2,,,,,
"76-41-43-15","0634-001-001",2,"**CONFIDENTIAL**","M2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"01-76-09-45","0634-007-001",1,"**CONFIDENTIAL**","M1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"86-92-52-64","0636-001-001",1,"**CONFIDENTIAL**","M1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"86-92-52-64","0636-001-001",2,"**CONFIDENTIAL**","M2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25-15-56-96","0637-001-001",1,"**CONFIDENTIAL**","M1",1,1,2,5,6,7,8,11,,,,4,4,2,3,4,3,4,,,,7,7,4,2,7,2,5,,,,1,1,2,6,7,11,,,,,,14,14,4,14,8,,,,,,6,7,7,6,5,,,,,,1,1,2,3,4,5,,,,,,13,14,4,6,4,,,,,,6,6,5,5,2,,,,,
"25-15-56-96","0637-001-001",2,"**CONFIDENTIAL**","M2",1,1,2,3,5,6,7,8,11,,,19,8,2,6,5,9,4,12,,,7,7,6,3,7,7,3,5,,,1,1,2,5,6,7,8,11,,,,21,21,9,4,21,3,18,,,,7,7,7,5,7,4,6,,,,1,1,2,5,6,7,8,11,,,,4,6,3,2,4,2,7,,,,6,6,3,1,2,3,3,,,
"25-15-56-96","0637-001-001",3,"**CONFIDENTIAL**","M3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"76-14-69-90","0638-001-001",1,"**CONFIDENTIAL**","M1",1,1,2,,,,,,,,,15,15,,,,,,,,,6,6,,,,,,,,,1,1,2,,,,,,,,,5,5,,,,,,,,,6,6,,,,,,,,,1,1,2,,,,,,,,,2,2,,,,,,,,,5,5,,,,,,,,
"76-14-69-90","0638-001-001",2,"**CONFIDENTIAL**","M2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"76-14-69-90","0638-001-001",3,"**CONFIDENTIAL**","M3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"80-55-01-46","0639-007-001",1,"**CONFIDENTIAL**","M1",1,1,2,4,5,,,,,,,6,6,6,6,,,,,,,6,6,6,6,,,,,,,1,1,2,4,5,,,,,,,15,15,15,15,,,,,,,6,6,6,6,,,,,,,1,1,2,4,5,,,,,,,1,1,1,1,,,,,,,10,10,10,10,,,,,,
"80-55-01-46","0639-007-001",2,"**CONFIDENTIAL**","M2",1,1,2,4,5,,,,,,,2,2,2,2,,,,,,,7,7,7,7,,,,,,,1,1,2,4,5,,,,,,,7,7,7,7,,,,,,,7,7,7,7,,,,,,,1,1,2,4,5,,,,,,,3,3,3,3,,,,,,,6,6,6,6,,,,,,
"03-58-62-92","0639-007-003",1,"**CONFIDENTIAL**",,1,1,2,3,4,9,,,,,,5,5,10,10,5,,,,,,5,5,9,9,5,,,,,,1,1,2,3,4,9,,,,,,10,10,10,10,6,,,,,,6,6,9,9,6,,,,,,1,1,2,3,4,9,,,,,,3,3,3,5,5,,,,,,2,2,5,5,3,,,,,
"03-58-62-92","0639-007-003",2,"**CONFIDENTIAL**",,1,3,4,,,,,,,,,15,15,,,,,,,,,10,10,,,,,,,,,1,3,4,,,,,,,,,20,20,,,,,,,,,8,8,,,,,,,,,1,3,4,,,,,,,,,10,10,,,,,,,,,4,4,,,,,,,,
"55-68-21-86","0640-001-001",1,"**CONFIDENTIAL**","M1",1,1,,,,,,,,,,2,,,,,,,,,,4,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,3,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,
"55-68-21-86","0640-001-001",2,"**CONFIDENTIAL**","M2",1,1,2,,,,,,,,,3,3,,,,,,,,,6,6,,,,,,,,,1,1,,,,,,,,,,6,,,,,,,,,,4,,,,,,,,,,1,1,,,,,,,,,,3,,,,,,,,,,4,,,,,,,,,
"03-65-77-41","0641-001-001",1,"**CONFIDENTIAL**","M1",1,1,2,3,4,,,,,,,7,4,4,4,,,,,,,5,5,5,5,,,,,,,1,1,2,,,,,,,,,7,2,,,,,,,,,5,4,,,,,,,,,1,1,2,3,,,,,,,,3,3,3,,,,,,,,4,4,4,,,,,,,
"04-52-63-04","0642-001-001",1,"**CONFIDENTIAL**","M1",1,1,2,5,7,,,,,,,3,7,3,2,,,,,,,1,1,1,1,,,,,,,1,1,2,5,,,,,,,,5,5,3,,,,,,,,1,2,1,,,,,,,,1,1,2,5,,,,,,,,2,5,3,,,,,,,,1,1,1,,,,,,,
"04-52-63-04","0642-001-001",2,"**CONFIDENTIAL**","M2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"04-52-63-04","0642-001-001",3,"**CONFIDENTIAL**","M3",1,1,2,5,,,,,,,,2,7,5,,,,,,,,1,1,2,,,,,,,,1,1,2,5,,,,,,,,5,7,5,,,,,,,,2,2,2,,,,,,,,1,1,2,5,7,,,,,,,3,3,3,2,,,,,,,2,2,1,1,,,,,,
"04-52-63-04","0642-001-001",4,"**CONFIDENTIAL**","M4",1,1,2,5,,,,,,,,7,7,5,,,,,,,,2,2,2,,,,,,,,1,1,2,5,,,,,,,,21,21,21,,,,,,,,2,2,2,,,,,,,,1,1,2,5,,,,,,,,14,14,14,,,,,,,,2,2,2,,,,,,,
"86-97-87-20","0642-001-003",1,"**CONFIDENTIAL**",,1,1,2,,,,,,,,,6,6,,,,,,,,,4,4,,,,,,,,,1,1,2,,,,,,,,,3,3,,,,,,,,,4,4,,,,,,,,,1,1,2,,,,,,,,,2,8,,,,,,,,,3,3,,,,,,,,
"86-97-87-20","0642-001-003",2,"**CONFIDENTIAL**",,1,1,2,,,,,,,,,7,5,,,,,,,,,4,4,,,,,,,,,1,1,2,,,,,,,,,4,4,,,,,,,,,4,4,,,,,,,,,1,1,2,,,,,,,,,2,3,,,,,,,,,3,3,,,,,,,,
"15-94-42-33","0642-001-004",1,"**CONFIDENTIAL**",,1,1,2,,,,,,,,,2,5,,,,,,,,,2,2,,,,,,,,,1,1,2,,,,,,,,,5,7,,,,,,,,,2,2,,,,,,,,,1,1,2,,,,,,,,,5,5,,,,,,,,,2,2,,,,,,,,
"15-94-42-33","0642-001-004",2,"**CONFIDENTIAL**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"96-16-28-77","0642-001-006",1,"**CONFIDENTIAL**",,1,2,,,,,,,,,,6,,,,,,,,,,4,,,,,,,,,,1,2,,,,,,,,,,5,,,,,,,,,,4,,,,,,,,,,1,2,,,,,,,,,,1,,,,,,,,,,4,,,,,,,,,
"96-16-28-77","0642-001-006",2,"**CONFIDENTIAL**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"96-16-28-77","0642-001-006",3,"**CONFIDENTIAL**",,1,1,2,,,,,,,,,6,7,,,,,,,,,4,4,,,,,,,,,1,2,,,,,,,,,,4,,,,,,,,,,4,,,,,,,,,,1,1,,,,,,,,,,2,,,,,,,,,,4,,,,,,,,,
"04-94-12-79","0642-001-009",1,"**CONFIDENTIAL**",,1,1,,,,,,,,,,10,,,,,,,,,,4,,,,,,,,,,1,1,2,,,,,,,,,6,4,,,,,,,,,4,3,,,,,,,,,1,1,,,,,,,,,,3,,,,,,,,,,5,,,,,,,,,
"09-53-11-55","0643-001-001",1,"**CONFIDENTIAL**","M1",1,1,2,,,,,,,,,4,6,,,,,,,,,5,5,,,,,,,,,1,1,2,,,,,,,,,3,6,,,,,,,,,4,5,,,,,,,,,1,1,2,,,,,,,,,2,5,,,,,,,,,4,4,,,,,,,,
"09-53-11-55","0643-001-001",2,"**CONFIDENTIAL**","M2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09-53-11-55","0643-001-001",3,"**CONFIDENTIAL**","M3",1,1,2,,,,,,,,,18,15,,,,,,,,,5,5,,,,,,,,,1,1,2,,,,,,,,,16,14,,,,,,,,,5,5,,,,,,,,,1,1,2,5,,,,,,,,7,8,4,,,,,,,,5,5,4,,,,,,,
"22-96-87-35","0643-001-004",1,"**CONFIDENTIAL**",,1,1,2,,,,,,,,,30,30,,,,,,,,,3,3,,,,,,,,,1,1,2,,,,,,,,,21,7,,,,,,,,,3,3,,,,,,,,,1,1,2,,,,,,,,,3,3,,,,,,,,,2,2,,,,,,,,
"73-72-53-25","0644-001-001",1,"**CONFIDENTIAL**","M1",1,1,2,,,,,,,,,30,30,,,,,,,,,5,5,,,,,,,,,1,1,2,,,,,,,,,30,30,,,,,,,,,5,5,,,,,,,,,1,1,2,,,,,,,,,40,30,,,,,,,,,5,5,,,,,,,,
"73-72-53-25","0644-001-001",2,"**CONFIDENTIAL**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"95-29-04-76","0645-001-001",1,"**CONFIDENTIAL**","M1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"95-29-04-76","0645-001-001",2,"**CONFIDENTIAL**","M2",1,2,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,1,2,,,,,,,,,,4,,,,,,,,,,6,,,,,,,,,,1,2,4,,,,,,,,,6,1,,,,,,,,,2,2,,,,,,,,
"95-29-04-76","0645-001-001",3,"**CONFIDENTIAL**","M3",1,2,4,,,,,,,,,3,1,,,,,,,,,3,3,,,,,,,,,1,2,,,,,,,,,,2,,,,,,,,,,3,,,,,,,,,,1,2,4,,,,,,,,,3,1,,,,,,,,,4,4,,,,,,,,
"81-88-93-76","0645-001-003",1,"**CONFIDENTIAL**",,1,1,2,3,,,,,,,,14,30,10,,,,,,,,3,4,4,,,,,,,,1,1,2,3,,,,,,,,21,40,14,,,,,,,,4,4,3,,,,,,,,1,1,2,3,,,,,,,,14,30,10,,,,,,,,3,4,3,,,,,,,
"55-16-13-84","0646-001-001",1,"**CONFIDENTIAL**","M1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"55-16-13-84","0646-001-001",2,"**CONFIDENTIAL**","M2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"73-60-06-64","0646-001-002",1,"**CONFIDENTIAL**",,1,1,2,,,,,,,,,8,8,,,,,,,,,7,6,,,,,,,,,1,1,2,,,,,,,,,2,12,,,,,,,,,5,5,,,,,,,,,1,1,2,,,,,,,,,3,6,,,,,,,,,2,5,,,,,,,,
"73-60-06-64","0646-001-002",2,"**CONFIDENTIAL**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"57-40-27-79","0647-001-001",1,"**CONFIDENTIAL**","M1",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,3,,,,,,,,,,4,,,,,,,,,,1,2,,,,,,,,,,24,,,,,,,,,,0,,,,,,,,,
"57-40-27-79","0647-001-001",2,"**CONFIDENTIAL**",,1,1,2,3,4,,,,,,,15,9,4,4,,,,,,,4,4,4,4,,,,,,,1,1,3,4,,,,,,,,12,6,5,,,,,,,,4,4,4,,,,,,,,1,1,2,3,,,,,,,,2,4,2,,,,,,,,4,3,3,,,,,,,
"32-85-24-94","0648-001-001",1,"**CONFIDENTIAL**","M1",1,1,2,,,,,,,,,7,7,,,,,,,,,4,4,,,,,,,,,1,1,2,,,,,,,,,6,5,,,,,,,,,4,4,,,,,,,,,1,1,2,,,,,,,,,5,12,,,,,,,,,2,2,,,,,,,,
"32-85-24-94","0648-001-001",2,"**CONFIDENTIAL**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-84-09-10","0649-001-001",1,"**CONFIDENTIAL**","M1",1,1,2,3,,,,,,,,14,7,7,,,,,,,,4,4,4,,,,,,,,1,1,2,3,,,,,,,,21,12,12,,,,,,,,4,4,4,,,,,,,,1,1,2,3,,,,,,,,10,7,7,,,,,,,,4,4,0,,,,,,,
"75-45-78-14","0651-001-001",1,"**CONFIDENTIAL**",,1,1,3,4,,,,,,,,5,4,2,,,,,,,,4,4,3,,,,,,,,1,1,2,3,,,,,,,,2,1,2,,,,,,,,4,4,4,,,,,,,,1,1,3,4,,,,,,,,3,3,2,,,,,,,,4,4,3,,,,,,,
"21-41-45-56","0652-001-001",1,"**CONFIDENTIAL**","M1",1,2,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,1,2,,,,,,,,,,7,,,,,,,,,,4,,,,,,,,,,1,2,,,,,,,,,,12,,,,,,,,,,2,,,,,,,,,
"21-41-45-56","0652-001-001",2,"**CONFIDENTIAL**","M2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21-41-45-56","0652-001-001",3,"**CONFIDENTIAL**",,1,2,,,,,,,,,,11,,,,,,,,,,5,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,3,,,,,,,,,,5,,,,,,,,,
"38-47-82-69","0652-003-001",1,"**CONFIDENTIAL**",,1,1,2,,,,,,,,,5,5,,,,,,,,,2,2,,,,,,,,,1,1,2,,,,,,,,,3,2,,,,,,,,,1,2,,,,,,,,,1,1,2,,,,,,,,,1,5,,,,,,,,,1,2,,,,,,,,
"35-30-83-19","0653-001-001",1,"**CONFIDENTIAL**","M1",1,1,2,4,,,,,,,,7,10,10,,,,,,,,3,4,4,,,,,,,,1,1,2,4,,,,,,,,7,7,7,,,,,,,,4,4,4,,,,,,,,1,1,2,4,5,,,,,,,5,5,5,2,,,,,,,2,2,2,1,,,,,,
"35-30-83-19","0653-001-001",2,"**CONFIDENTIAL**","M2",1,1,2,4,,,,,,,,14,21,21,,,,,,,,4,4,4,,,,,,,,1,1,2,4,,,,,,,,30,30,14,,,,,,,,4,4,4,,,,,,,,1,1,2,4,,,,,,,,10,10,10,,,,,,,,3,3,3,,,,,,,
"35-30-83-19","0653-001-001",3,"**CONFIDENTIAL**","M3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42-93-81-17","0654-001-001",1,"**CONFIDENTIAL**",,1,2,3,,,,,,,,,14,14,,,,,,,,,6,6,,,,,,,,,1,2,3,,,,,,,,,14,14,,,,,,,,,5,5,,,,,,,,,1,2,3,,,,,,,,,60,60,,,,,,,,,2,2,,,,,,,,
"70-81-65-41","0654-001-002",1,"**CONFIDENTIAL**","M1",1,2,,,,,,,,,,18,,,,,,,,,,4,,,,,,,,,,1,2,,,,,,,,,,13,,,,,,,,,,4,,,,,,,,,,1,2,,,,,,,,,,18,,,,,,,,,,2,,,,,,,,,
