interview__key,interview__id,item_id,obs_id,vil_item_avail,vil_unit_start,vil_loc_unit,vil_loc_unit_os,vil_loc_weight,vil_loc_price,vil_loc_photo,dist_item_avail,dist_unit_start,dist_loc_unit,dist_loc_unit_os,dist_loc_weight,dist_loc_price,dist_loc_photo
44-03-77-28,ae08aa0fc1ef442e9b85e374fd2d302e,13,OBSERVATION 3,YES,,,,,,,YES,,,,,,
44-03-77-28,ae08aa0fc1ef442e9b85e374fd2d302e,14,OBSERVATION 1,YES,YES,Heap (Fungu),,1.8,1000,** PHOTO **,YES,YES,Heap (Fungu),,1.4,1000,** PHOTO **
44-03-77-28,ae08aa0fc1ef442e9b85e374fd2d302e,14,OBSERVATION 2,YES,,,,,,,YES,,,,,,
44-03-77-28,ae08aa0fc1ef442e9b85e374fd2d302e,14,OBSERVATION 3,YES,,,,,,,YES,,,,,,
44-03-77-28,ae08aa0fc1ef442e9b85e374fd2d302e,15,OBSERVATION 1,NO,,,,,,,NO,,,,,,
44-03-77-28,ae08aa0fc1ef442e9b85e374fd2d302e,15,OBSERVATION 2,NO,,,,,,,NO,,,,,,
44-03-77-28,ae08aa0fc1ef442e9b85e374fd2d302e,15,OBSERVATION 3,NO,,,,,,,NO,,,,,,
44-18-35-56,b87eb021ceed4b37a7e60068d310c713,1,OBSERVATION 1,NO,,,,,,,,,,,,,
44-18-35-56,b87eb021ceed4b37a7e60068d310c713,1,OBSERVATION 2,NO,,,,,,,,,,,,,
44-18-35-56,b87eb021ceed4b37a7e60068d310c713,1,OBSERVATION 3,NO,,,,,,,,,,,,,
44-18-35-56,b87eb021ceed4b37a7e60068d310c713,2,OBSERVATION 1,NO,,,,,,,,,,,,,
44-18-35-56,b87eb021ceed4b37a7e60068d310c713,2,OBSERVATION 2,NO,,,,,,,,,,,,,
44-18-35-56,b87eb021ceed4b37a7e60068d310c713,2,OBSERVATION 3,NO,,,,,,,,,,,,,
44-18-35-56,b87eb021ceed4b37a7e60068d310c713,3,OBSERVATION 1,YES,YES,Heap (Fungu),,135,300,** PHOTO **,,,,,,,
44-18-35-56,b87eb021ceed4b37a7e60068d310c713,3,OBSERVATION 2,YES,YES,"Other, Specify",KISADOLIN KIDOGO CHA KG 2,2180,2000,** PHOTO **,,,,,,,
44-18-35-56,b87eb021ceed4b37a7e60068d310c713,3,OBSERVATION 3,YES,NO,,,,,,,,,,,,
44-18-35-56,b87eb021ceed4b37a7e60068d310c713,4,OBSERVATION 1,YES,YES,Heap (Fungu),,560,500,** PHOTO **,,,,,,,
44-18-35-56,b87eb021ceed4b37a7e60068d310c713,4,OBSERVATION 2,YES,NO,,,,,,,,,,,,
44-18-35-56,b87eb021ceed4b37a7e60068d310c713,4,OBSERVATION 3,YES,NO,,,,,,,,,,,,
44-18-35-56,b87eb021ceed4b37a7e60068d310c713,5,OBSERVATION 1,YES,YES,Heap (Fungu),,620,500,** PHOTO **,,,,,,,
44-18-35-56,b87eb021ceed4b37a7e60068d310c713,5,OBSERVATION 2,YES,YES,"Other, Specify",KISADOLINI KIDOGO,2320,2000,** PHOTO **,,,,,,,
44-18-35-56,b87eb021ceed4b37a7e60068d310c713,5,OBSERVATION 3,YES,NO,,,,,,,,,,,,
44-18-35-56,b87eb021ceed4b37a7e60068d310c713,6,OBSERVATION 1,NO,,,,,,,,,,,,,
44-18-35-56,b87eb021ceed4b37a7e60068d310c713,6,OBSERVATION 2,NO,,,,,,,,,,,,,
44-18-35-56,b87eb021ceed4b37a7e60068d310c713,6,OBSERVATION 3,NO,,,,,,,,,,,,,
44-18-35-56,b87eb021ceed4b37a7e60068d310c713,7,OBSERVATION 1,NO,,,,,,,,,,,,,
44-18-35-56,b87eb021ceed4b37a7e60068d310c713,7,OBSERVATION 2,NO,,,,,,,,,,,,,
44-18-35-56,b87eb021ceed4b37a7e60068d310c713,7,OBSERVATION 3,NO,,,,,,,,,,,,,
44-18-35-56,b87eb021ceed4b37a7e60068d310c713,8,OBSERVATION 1,NO,,,,,,,,,,,,,
44-18-35-56,b87eb021ceed4b37a7e60068d310c713,8,OBSERVATION 2,NO,,,,,,,,,,,,,
44-18-35-56,b87eb021ceed4b37a7e60068d310c713,8,OBSERVATION 3,NO,,,,,,,,,,,,,
44-18-35-56,b87eb021ceed4b37a7e60068d310c713,9,OBSERVATION 1,NO,,,,,,,,,,,,,
44-18-35-56,b87eb021ceed4b37a7e60068d310c713,9,OBSERVATION 2,NO,,,,,,,,,,,,,
44-18-35-56,b87eb021ceed4b37a7e60068d310c713,9,OBSERVATION 3,NO,,,,,,,,,,,,,
44-18-35-56,b87eb021ceed4b37a7e60068d310c713,10,OBSERVATION 1,NO,,,,,,,,,,,,,
44-18-35-56,b87eb021ceed4b37a7e60068d310c713,10,OBSERVATION 2,NO,,,,,,,,,,,,,
44-18-35-56,b87eb021ceed4b37a7e60068d310c713,10,OBSERVATION 3,NO,,,,,,,,,,,,,
44-18-35-56,b87eb021ceed4b37a7e60068d310c713,11,OBSERVATION 1,NO,,,,,,,,,,,,,
44-18-35-56,b87eb021ceed4b37a7e60068d310c713,11,OBSERVATION 2,NO,,,,,,,,,,,,,
44-18-35-56,b87eb021ceed4b37a7e60068d310c713,11,OBSERVATION 3,NO,,,,,,,,,,,,,
44-18-35-56,b87eb021ceed4b37a7e60068d310c713,12,OBSERVATION 1,NO,,,,,,,,,,,,,
44-18-35-56,b87eb021ceed4b37a7e60068d310c713,12,OBSERVATION 2,NO,,,,,,,,,,,,,
44-18-35-56,b87eb021ceed4b37a7e60068d310c713,12,OBSERVATION 3,NO,,,,,,,,,,,,,
44-18-35-56,b87eb021ceed4b37a7e60068d310c713,13,OBSERVATION 1,YES,YES,Bottle (Chupa),,200,500,** PHOTO **,,,,,,,
44-18-35-56,b87eb021ceed4b37a7e60068d310c713,13,OBSERVATION 2,YES,YES,Bottle (Chupa),,300,1000,** PHOTO **,,,,,,,
44-18-35-56,b87eb021ceed4b37a7e60068d310c713,13,OBSERVATION 3,YES,YES,Bottle (Chupa),,500,1500,** PHOTO **,,,,,,,
44-18-35-56,b87eb021ceed4b37a7e60068d310c713,14,OBSERVATION 1,NO,,,,,,,,,,,,,
44-18-35-56,b87eb021ceed4b37a7e60068d310c713,14,OBSERVATION 2,NO,,,,,,,,,,,,,
44-18-35-56,b87eb021ceed4b37a7e60068d310c713,14,OBSERVATION 3,NO,,,,,,,,,,,,,
44-18-35-56,b87eb021ceed4b37a7e60068d310c713,15,OBSERVATION 1,NO,,,,,,,,,,,,,
44-18-35-56,b87eb021ceed4b37a7e60068d310c713,15,OBSERVATION 2,NO,,,,,,,,,,,,,
44-18-35-56,b87eb021ceed4b37a7e60068d310c713,15,OBSERVATION 3,NO,,,,,,,,,,,,,
44-56-89-95,d84c0c0a62624f01a957a265a387cb02,1,OBSERVATION 1,NO,,,,,,,NO,,,,,,
44-56-89-95,d84c0c0a62624f01a957a265a387cb02,1,OBSERVATION 2,NO,,,,,,,NO,,,,,,
44-56-89-95,d84c0c0a62624f01a957a265a387cb02,1,OBSERVATION 3,NO,,,,,,,NO,,,,,,
44-56-89-95,d84c0c0a62624f01a957a265a387cb02,2,OBSERVATION 1,NO,,,,,,,NO,,,,,,
44-56-89-95,d84c0c0a62624f01a957a265a387cb02,2,OBSERVATION 2,NO,,,,,,,NO,,,,,,
44-56-89-95,d84c0c0a62624f01a957a265a387cb02,2,OBSERVATION 3,NO,,,,,,,NO,,,,,,
44-56-89-95,d84c0c0a62624f01a957a265a387cb02,3,OBSERVATION 1,NO,,,,,,,YES,YES,Piece (Idadi),,1530,500,** PHOTO **
44-56-89-95,d84c0c0a62624f01a957a265a387cb02,3,OBSERVATION 2,NO,,,,,,,YES,NO,,,,,
44-56-89-95,d84c0c0a62624f01a957a265a387cb02,3,OBSERVATION 3,NO,,,,,,,YES,NO,,,,,
44-56-89-95,d84c0c0a62624f01a957a265a387cb02,4,OBSERVATION 1,NO,,,,,,,YES,YES,Piece (Idadi),,1,500,** PHOTO **
44-56-89-95,d84c0c0a62624f01a957a265a387cb02,4,OBSERVATION 2,NO,,,,,,,YES,NO,,,,,
44-56-89-95,d84c0c0a62624f01a957a265a387cb02,4,OBSERVATION 3,NO,,,,,,,YES,NO,,,,,
44-56-89-95,d84c0c0a62624f01a957a265a387cb02,5,OBSERVATION 1,NO,,,,,,,YES,YES,Bucket (sandoline),,5,4000,** PHOTO **
44-56-89-95,d84c0c0a62624f01a957a265a387cb02,5,OBSERVATION 2,NO,,,,,,,YES,NO,,,,,
44-56-89-95,d84c0c0a62624f01a957a265a387cb02,5,OBSERVATION 3,NO,,,,,,,YES,NO,,,,,
44-56-89-95,d84c0c0a62624f01a957a265a387cb02,6,OBSERVATION 1,NO,,,,,,,NO,,,,,,
44-56-89-95,d84c0c0a62624f01a957a265a387cb02,6,OBSERVATION 2,NO,,,,,,,NO,,,,,,
44-56-89-95,d84c0c0a62624f01a957a265a387cb02,6,OBSERVATION 3,NO,,,,,,,NO,,,,,,
44-56-89-95,d84c0c0a62624f01a957a265a387cb02,7,OBSERVATION 1,NO,,,,,,,YES,YES,Heap (Fungu),,1200,200,** PHOTO **
44-56-89-95,d84c0c0a62624f01a957a265a387cb02,7,OBSERVATION 2,NO,,,,,,,YES,NO,,,,,
44-56-89-95,d84c0c0a62624f01a957a265a387cb02,7,OBSERVATION 3,NO,,,,,,,YES,NO,,,,,
44-56-89-95,d84c0c0a62624f01a957a265a387cb02,8,OBSERVATION 1,NO,,,,,,,YES,YES,Piece (Idadi),,1100,100,** PHOTO **
44-56-89-95,d84c0c0a62624f01a957a265a387cb02,8,OBSERVATION 2,NO,,,,,,,YES,NO,,,,,
44-56-89-95,d84c0c0a62624f01a957a265a387cb02,8,OBSERVATION 3,NO,,,,,,,YES,NO,,,,,
44-56-89-95,d84c0c0a62624f01a957a265a387cb02,9,OBSERVATION 1,NO,,,,,,,YES,YES,Piece (Idadi),,2150,500,** PHOTO **
44-56-89-95,d84c0c0a62624f01a957a265a387cb02,9,OBSERVATION 2,NO,,,,,,,YES,YES,Piece (Idadi),,96,300,** PHOTO **
44-56-89-95,d84c0c0a62624f01a957a265a387cb02,9,OBSERVATION 3,NO,,,,,,,YES,NO,,,,,
44-56-89-95,d84c0c0a62624f01a957a265a387cb02,10,OBSERVATION 1,NO,,,,,,,NO,,,,,,
44-56-89-95,d84c0c0a62624f01a957a265a387cb02,10,OBSERVATION 2,NO,,,,,,,NO,,,,,,
44-56-89-95,d84c0c0a62624f01a957a265a387cb02,10,OBSERVATION 3,NO,,,,,,,NO,,,,,,
44-56-89-95,d84c0c0a62624f01a957a265a387cb02,11,OBSERVATION 1,NO,,,,,,,NO,,,,,,
44-56-89-95,d84c0c0a62624f01a957a265a387cb02,11,OBSERVATION 2,NO,,,,,,,NO,,,,,,
44-56-89-95,d84c0c0a62624f01a957a265a387cb02,11,OBSERVATION 3,NO,,,,,,,NO,,,,,,
44-56-89-95,d84c0c0a62624f01a957a265a387cb02,12,OBSERVATION 1,NO,,,,,,,NO,,,,,,
44-56-89-95,d84c0c0a62624f01a957a265a387cb02,12,OBSERVATION 2,NO,,,,,,,NO,,,,,,
44-56-89-95,d84c0c0a62624f01a957a265a387cb02,12,OBSERVATION 3,NO,,,,,,,NO,,,,,,
44-56-89-95,d84c0c0a62624f01a957a265a387cb02,13,OBSERVATION 1,NO,,,,,,,YES,YES,Bottle (Chupa),,0.5,2000,** PHOTO **
44-56-89-95,d84c0c0a62624f01a957a265a387cb02,13,OBSERVATION 2,NO,,,,,,,YES,NO,,,,,
44-56-89-95,d84c0c0a62624f01a957a265a387cb02,13,OBSERVATION 3,NO,,,,,,,YES,NO,,,,,
44-56-89-95,d84c0c0a62624f01a957a265a387cb02,14,OBSERVATION 1,NO,,,,,,,NO,,,,,,
44-56-89-95,d84c0c0a62624f01a957a265a387cb02,14,OBSERVATION 2,NO,,,,,,,NO,,,,,,
44-56-89-95,d84c0c0a62624f01a957a265a387cb02,14,OBSERVATION 3,NO,,,,,,,NO,,,,,,
44-56-89-95,d84c0c0a62624f01a957a265a387cb02,15,OBSERVATION 1,NO,,,,,,,NO,,,,,,
44-56-89-95,d84c0c0a62624f01a957a265a387cb02,15,OBSERVATION 2,NO,,,,,,,NO,,,,,,
44-56-89-95,d84c0c0a62624f01a957a265a387cb02,15,OBSERVATION 3,NO,,,,,,,NO,,,,,,
49-27-23-78,533349b1146d4ef9ad2c4b65e2008cbc,1,OBSERVATION 1,,,,,,,,,,,,,,
49-27-23-78,533349b1146d4ef9ad2c4b65e2008cbc,1,OBSERVATION 2,,,,,,,,,,,,,,
49-27-23-78,533349b1146d4ef9ad2c4b65e2008cbc,1,OBSERVATION 3,,,,,,,,,,,,,,
49-27-23-78,533349b1146d4ef9ad2c4b65e2008cbc,2,OBSERVATION 1,,,,,,,,,,,,,,
49-27-23-78,533349b1146d4ef9ad2c4b65e2008cbc,2,OBSERVATION 2,,,,,,,,,,,,,,
49-27-23-78,533349b1146d4ef9ad2c4b65e2008cbc,2,OBSERVATION 3,,,,,,,,,,,,,,
49-27-23-78,533349b1146d4ef9ad2c4b65e2008cbc,3,OBSERVATION 1,YES,YES,Heap (Fungu),,320,500,** PHOTO **,,,,,,,
49-27-23-78,533349b1146d4ef9ad2c4b65e2008cbc,3,OBSERVATION 2,YES,,,,,,,,,,,,,
49-27-23-78,533349b1146d4ef9ad2c4b65e2008cbc,3,OBSERVATION 3,YES,,,,,,,,,,,,,
49-27-23-78,533349b1146d4ef9ad2c4b65e2008cbc,4,OBSERVATION 1,NO,,,,,,,,,,,,,
49-27-23-78,533349b1146d4ef9ad2c4b65e2008cbc,4,OBSERVATION 2,NO,,,,,,,,,,,,,
49-27-23-78,533349b1146d4ef9ad2c4b65e2008cbc,4,OBSERVATION 3,NO,,,,,,,,,,,,,
49-27-23-78,533349b1146d4ef9ad2c4b65e2008cbc,5,OBSERVATION 1,YES,YES,Heap (Fungu),,220,500,** PHOTO **,,,,,,,
49-27-23-78,533349b1146d4ef9ad2c4b65e2008cbc,5,OBSERVATION 2,YES,,,,,,,,,,,,,
49-27-23-78,533349b1146d4ef9ad2c4b65e2008cbc,5,OBSERVATION 3,YES,,,,,,,,,,,,,
49-27-23-78,533349b1146d4ef9ad2c4b65e2008cbc,6,OBSERVATION 1,NO,,,,,,,,,,,,,
49-27-23-78,533349b1146d4ef9ad2c4b65e2008cbc,6,OBSERVATION 2,NO,,,,,,,,,,,,,
49-27-23-78,533349b1146d4ef9ad2c4b65e2008cbc,6,OBSERVATION 3,NO,,,,,,,,,,,,,
49-27-23-78,533349b1146d4ef9ad2c4b65e2008cbc,7,OBSERVATION 1,NO,,,,,,,,,,,,,
49-27-23-78,533349b1146d4ef9ad2c4b65e2008cbc,7,OBSERVATION 2,NO,,,,,,,,,,,,,
49-27-23-78,533349b1146d4ef9ad2c4b65e2008cbc,7,OBSERVATION 3,NO,,,,,,,,,,,,,
49-27-23-78,533349b1146d4ef9ad2c4b65e2008cbc,8,OBSERVATION 1,YES,YES,Piece (Idadi),,0.21,1000,** PHOTO **,,,,,,,
49-27-23-78,533349b1146d4ef9ad2c4b65e2008cbc,8,OBSERVATION 2,YES,,,,,,,,,,,,,
49-27-23-78,533349b1146d4ef9ad2c4b65e2008cbc,8,OBSERVATION 3,YES,,,,,,,,,,,,,
49-27-23-78,533349b1146d4ef9ad2c4b65e2008cbc,9,OBSERVATION 1,NO,,,,,,,,,,,,,
49-27-23-78,533349b1146d4ef9ad2c4b65e2008cbc,9,OBSERVATION 2,NO,,,,,,,,,,,,,
49-27-23-78,533349b1146d4ef9ad2c4b65e2008cbc,9,OBSERVATION 3,NO,,,,,,,,,,,,,
49-27-23-78,533349b1146d4ef9ad2c4b65e2008cbc,10,OBSERVATION 1,NO,,,,,,,,,,,,,
49-27-23-78,533349b1146d4ef9ad2c4b65e2008cbc,10,OBSERVATION 2,NO,,,,,,,,,,,,,
49-27-23-78,533349b1146d4ef9ad2c4b65e2008cbc,10,OBSERVATION 3,NO,,,,,,,,,,,,,
49-27-23-78,533349b1146d4ef9ad2c4b65e2008cbc,11,OBSERVATION 1,NO,,,,,,,,,,,,,
49-27-23-78,533349b1146d4ef9ad2c4b65e2008cbc,11,OBSERVATION 2,NO,,,,,,,,,,,,,
49-27-23-78,533349b1146d4ef9ad2c4b65e2008cbc,11,OBSERVATION 3,NO,,,,,,,,,,,,,
49-27-23-78,533349b1146d4ef9ad2c4b65e2008cbc,12,OBSERVATION 1,YES,YES,Piece (Idadi),,0.75,5000,** PHOTO **,,,,,,,
49-27-23-78,533349b1146d4ef9ad2c4b65e2008cbc,12,OBSERVATION 2,YES,,,,,,,,,,,,,
49-27-23-78,533349b1146d4ef9ad2c4b65e2008cbc,12,OBSERVATION 3,YES,,,,,,,,,,,,,
49-27-23-78,533349b1146d4ef9ad2c4b65e2008cbc,13,OBSERVATION 1,YES,YES,Bottle (Chupa),,100,300,** PHOTO **,,,,,,,
49-27-23-78,533349b1146d4ef9ad2c4b65e2008cbc,13,OBSERVATION 2,YES,,,,,,,,,,,,,
49-27-23-78,533349b1146d4ef9ad2c4b65e2008cbc,13,OBSERVATION 3,YES,,,,,,,,,,,,,
49-27-23-78,533349b1146d4ef9ad2c4b65e2008cbc,14,OBSERVATION 1,NO,,,,,,,,,,,,,
49-27-23-78,533349b1146d4ef9ad2c4b65e2008cbc,14,OBSERVATION 2,NO,,,,,,,,,,,,,
49-27-23-78,533349b1146d4ef9ad2c4b65e2008cbc,14,OBSERVATION 3,NO,,,,,,,,,,,,,
49-27-23-78,533349b1146d4ef9ad2c4b65e2008cbc,15,OBSERVATION 1,NO,,,,,,,,,,,,,
49-27-23-78,533349b1146d4ef9ad2c4b65e2008cbc,15,OBSERVATION 2,NO,,,,,,,,,,,,,
49-27-23-78,533349b1146d4ef9ad2c4b65e2008cbc,15,OBSERVATION 3,NO,,,,,,,,,,,,,
49-39-29-87,cceaea2310414387a386ca36393931b1,1,OBSERVATION 1,,,,,,,,,,,,,,
49-39-29-87,cceaea2310414387a386ca36393931b1,1,OBSERVATION 2,,,,,,,,,,,,,,
49-39-29-87,cceaea2310414387a386ca36393931b1,1,OBSERVATION 3,,,,,,,,,,,,,,
49-39-29-87,cceaea2310414387a386ca36393931b1,2,OBSERVATION 1,,,,,,,,,,,,,,
49-39-29-87,cceaea2310414387a386ca36393931b1,2,OBSERVATION 2,,,,,,,,,,,,,,
49-39-29-87,cceaea2310414387a386ca36393931b1,2,OBSERVATION 3,,,,,,,,,,,,,,
49-39-29-87,cceaea2310414387a386ca36393931b1,3,OBSERVATION 1,,,,,,,,,,,,,,
49-39-29-87,cceaea2310414387a386ca36393931b1,3,OBSERVATION 2,,,,,,,,,,,,,,
49-39-29-87,cceaea2310414387a386ca36393931b1,3,OBSERVATION 3,,,,,,,,,,,,,,
49-39-29-87,cceaea2310414387a386ca36393931b1,4,OBSERVATION 1,,,,,,,,,,,,,,
49-39-29-87,cceaea2310414387a386ca36393931b1,4,OBSERVATION 2,,,,,,,,,,,,,,
49-39-29-87,cceaea2310414387a386ca36393931b1,4,OBSERVATION 3,,,,,,,,,,,,,,
49-39-29-87,cceaea2310414387a386ca36393931b1,5,OBSERVATION 1,,,,,,,,,,,,,,
49-39-29-87,cceaea2310414387a386ca36393931b1,5,OBSERVATION 2,,,,,,,,,,,,,,
49-39-29-87,cceaea2310414387a386ca36393931b1,5,OBSERVATION 3,,,,,,,,,,,,,,
49-39-29-87,cceaea2310414387a386ca36393931b1,6,OBSERVATION 1,,,,,,,,,,,,,,
49-39-29-87,cceaea2310414387a386ca36393931b1,6,OBSERVATION 2,,,,,,,,,,,,,,
49-39-29-87,cceaea2310414387a386ca36393931b1,6,OBSERVATION 3,,,,,,,,,,,,,,
49-39-29-87,cceaea2310414387a386ca36393931b1,7,OBSERVATION 1,,,,,,,,,,,,,,
49-39-29-87,cceaea2310414387a386ca36393931b1,7,OBSERVATION 2,,,,,,,,,,,,,,
49-39-29-87,cceaea2310414387a386ca36393931b1,7,OBSERVATION 3,,,,,,,,,,,,,,
49-39-29-87,cceaea2310414387a386ca36393931b1,8,OBSERVATION 1,,,,,,,,,,,,,,
49-39-29-87,cceaea2310414387a386ca36393931b1,8,OBSERVATION 2,,,,,,,,,,,,,,
49-39-29-87,cceaea2310414387a386ca36393931b1,8,OBSERVATION 3,,,,,,,,,,,,,,
49-39-29-87,cceaea2310414387a386ca36393931b1,9,OBSERVATION 1,,,,,,,,,,,,,,
49-39-29-87,cceaea2310414387a386ca36393931b1,9,OBSERVATION 2,,,,,,,,,,,,,,
49-39-29-87,cceaea2310414387a386ca36393931b1,9,OBSERVATION 3,,,,,,,,,,,,,,
49-39-29-87,cceaea2310414387a386ca36393931b1,10,OBSERVATION 1,,,,,,,,,,,,,,
49-39-29-87,cceaea2310414387a386ca36393931b1,10,OBSERVATION 2,,,,,,,,,,,,,,
49-39-29-87,cceaea2310414387a386ca36393931b1,10,OBSERVATION 3,,,,,,,,,,,,,,
49-39-29-87,cceaea2310414387a386ca36393931b1,11,OBSERVATION 1,,,,,,,,,,,,,,
49-39-29-87,cceaea2310414387a386ca36393931b1,11,OBSERVATION 2,,,,,,,,,,,,,,
49-39-29-87,cceaea2310414387a386ca36393931b1,11,OBSERVATION 3,,,,,,,,,,,,,,
49-39-29-87,cceaea2310414387a386ca36393931b1,12,OBSERVATION 1,,,,,,,,,,,,,,
49-39-29-87,cceaea2310414387a386ca36393931b1,12,OBSERVATION 2,,,,,,,,,,,,,,
49-39-29-87,cceaea2310414387a386ca36393931b1,12,OBSERVATION 3,,,,,,,,,,,,,,
49-39-29-87,cceaea2310414387a386ca36393931b1,13,OBSERVATION 1,YES,YES,,,,,,,,,,,,
49-39-29-87,cceaea2310414387a386ca36393931b1,13,OBSERVATION 2,YES,,,,,,,,,,,,,
49-39-29-87,cceaea2310414387a386ca36393931b1,13,OBSERVATION 3,YES,,,,,,,,,,,,,
49-39-29-87,cceaea2310414387a386ca36393931b1,14,OBSERVATION 1,,,,,,,,,,,,,,
49-39-29-87,cceaea2310414387a386ca36393931b1,14,OBSERVATION 2,,,,,,,,,,,,,,
49-39-29-87,cceaea2310414387a386ca36393931b1,14,OBSERVATION 3,,,,,,,,,,,,,,
49-39-29-87,cceaea2310414387a386ca36393931b1,15,OBSERVATION 1,,,,,,,,,,,,,,
49-39-29-87,cceaea2310414387a386ca36393931b1,15,OBSERVATION 2,,,,,,,,,,,,,,
49-39-29-87,cceaea2310414387a386ca36393931b1,15,OBSERVATION 3,,,,,,,,,,,,,,
51-28-29-37,93041b54f68a4ce1aef5e9a4ecc655dd,1,OBSERVATION 1,,,,,,,,,,,,,,
51-28-29-37,93041b54f68a4ce1aef5e9a4ecc655dd,1,OBSERVATION 2,,,,,,,,,,,,,,
51-28-29-37,93041b54f68a4ce1aef5e9a4ecc655dd,1,OBSERVATION 3,,,,,,,,,,,,,,
51-28-29-37,93041b54f68a4ce1aef5e9a4ecc655dd,2,OBSERVATION 1,,,,,,,,,,,,,,
51-28-29-37,93041b54f68a4ce1aef5e9a4ecc655dd,2,OBSERVATION 2,,,,,,,,,,,,,,
51-28-29-37,93041b54f68a4ce1aef5e9a4ecc655dd,2,OBSERVATION 3,,,,,,,,,,,,,,
51-28-29-37,93041b54f68a4ce1aef5e9a4ecc655dd,3,OBSERVATION 1,,,,,,,,,,,,,,
51-28-29-37,93041b54f68a4ce1aef5e9a4ecc655dd,3,OBSERVATION 2,,,,,,,,,,,,,,
51-28-29-37,93041b54f68a4ce1aef5e9a4ecc655dd,3,OBSERVATION 3,,,,,,,,,,,,,,
51-28-29-37,93041b54f68a4ce1aef5e9a4ecc655dd,4,OBSERVATION 1,,,,,,,,,,,,,,
51-28-29-37,93041b54f68a4ce1aef5e9a4ecc655dd,4,OBSERVATION 2,,,,,,,,,,,,,,
51-28-29-37,93041b54f68a4ce1aef5e9a4ecc655dd,4,OBSERVATION 3,,,,,,,,,,,,,,
51-28-29-37,93041b54f68a4ce1aef5e9a4ecc655dd,5,OBSERVATION 1,,,,,,,,,,,,,,
51-28-29-37,93041b54f68a4ce1aef5e9a4ecc655dd,5,OBSERVATION 2,,,,,,,,,,,,,,
51-28-29-37,93041b54f68a4ce1aef5e9a4ecc655dd,5,OBSERVATION 3,,,,,,,,,,,,,,
51-28-29-37,93041b54f68a4ce1aef5e9a4ecc655dd,6,OBSERVATION 1,,,,,,,,,,,,,,
51-28-29-37,93041b54f68a4ce1aef5e9a4ecc655dd,6,OBSERVATION 2,,,,,,,,,,,,,,
51-28-29-37,93041b54f68a4ce1aef5e9a4ecc655dd,6,OBSERVATION 3,,,,,,,,,,,,,,
51-28-29-37,93041b54f68a4ce1aef5e9a4ecc655dd,7,OBSERVATION 1,,,,,,,,,,,,,,
51-28-29-37,93041b54f68a4ce1aef5e9a4ecc655dd,7,OBSERVATION 2,,,,,,,,,,,,,,
51-28-29-37,93041b54f68a4ce1aef5e9a4ecc655dd,7,OBSERVATION 3,,,,,,,,,,,,,,
51-28-29-37,93041b54f68a4ce1aef5e9a4ecc655dd,8,OBSERVATION 1,,,,,,,,,,,,,,
51-28-29-37,93041b54f68a4ce1aef5e9a4ecc655dd,8,OBSERVATION 2,,,,,,,,,,,,,,
51-28-29-37,93041b54f68a4ce1aef5e9a4ecc655dd,8,OBSERVATION 3,,,,,,,,,,,,,,
51-28-29-37,93041b54f68a4ce1aef5e9a4ecc655dd,9,OBSERVATION 1,,,,,,,,,,,,,,
51-28-29-37,93041b54f68a4ce1aef5e9a4ecc655dd,9,OBSERVATION 2,,,,,,,,,,,,,,
51-28-29-37,93041b54f68a4ce1aef5e9a4ecc655dd,9,OBSERVATION 3,,,,,,,,,,,,,,
51-28-29-37,93041b54f68a4ce1aef5e9a4ecc655dd,10,OBSERVATION 1,,,,,,,,,,,,,,
51-28-29-37,93041b54f68a4ce1aef5e9a4ecc655dd,10,OBSERVATION 2,,,,,,,,,,,,,,
51-28-29-37,93041b54f68a4ce1aef5e9a4ecc655dd,10,OBSERVATION 3,,,,,,,,,,,,,,
51-28-29-37,93041b54f68a4ce1aef5e9a4ecc655dd,11,OBSERVATION 1,,,,,,,,,,,,,,
51-28-29-37,93041b54f68a4ce1aef5e9a4ecc655dd,11,OBSERVATION 2,,,,,,,,,,,,,,
51-28-29-37,93041b54f68a4ce1aef5e9a4ecc655dd,11,OBSERVATION 3,,,,,,,,,,,,,,
51-28-29-37,93041b54f68a4ce1aef5e9a4ecc655dd,12,OBSERVATION 1,,,,,,,,,,,,,,
51-28-29-37,93041b54f68a4ce1aef5e9a4ecc655dd,12,OBSERVATION 2,,,,,,,,,,,,,,
51-28-29-37,93041b54f68a4ce1aef5e9a4ecc655dd,12,OBSERVATION 3,,,,,,,,,,,,,,
51-28-29-37,93041b54f68a4ce1aef5e9a4ecc655dd,13,OBSERVATION 1,,,,,,,,,,,,,,
51-28-29-37,93041b54f68a4ce1aef5e9a4ecc655dd,13,OBSERVATION 2,,,,,,,,,,,,,,
51-28-29-37,93041b54f68a4ce1aef5e9a4ecc655dd,13,OBSERVATION 3,,,,,,,,,,,,,,
51-28-29-37,93041b54f68a4ce1aef5e9a4ecc655dd,14,OBSERVATION 1,,,,,,,,,,,,,,
51-28-29-37,93041b54f68a4ce1aef5e9a4ecc655dd,14,OBSERVATION 2,,,,,,,,,,,,,,
51-28-29-37,93041b54f68a4ce1aef5e9a4ecc655dd,14,OBSERVATION 3,,,,,,,,,,,,,,
51-28-29-37,93041b54f68a4ce1aef5e9a4ecc655dd,15,OBSERVATION 1,,,,,,,,,,,,,,
51-28-29-37,93041b54f68a4ce1aef5e9a4ecc655dd,15,OBSERVATION 2,,,,,,,,,,,,,,
