interview__key,sdd_hhid,cropid,ag10_02_1,ag10_02_2,ag10_02_3,ag10_03,ag10_04_1,ag10_04_2,ag10_05,ag10_06,ag10_07_1,ag10_07_2,ag10_08,ag10_09_1,ag10_09_2,ag10_10_1,ag10_10_2,ag10_11,ag10_12_1a,ag10_12_1b,ag10_12_2a,ag10_12_2b,ag10_13,ag10_14
08-79-34-76,0565-001-001,1,MAHINDI,26,PROCESSED,1,300,KG,300,NO,,,,,,,,,,,,,YES,18000
08-79-34-76,0565-001-001,2,MUHOGO,10,PROCESSED,1,60,KG,80,NO,,,,,,,,,,,,,NO,
08-79-34-76,0565-001-001,3,ALIZETI,26,PROCESSED,3,8,LITRE,40,NO,,,,,,,,,,,,,YES,4000
82-44-68-41,0565-003-001,1,MAHINDI,26,PROCESSED,1,510,KG,510,NO,,,,,,,,,,,,,NO,
82-44-68-41,0565-003-001,2,ALIZETI,26,PROCESSED,3,12,LITRE,70,NO,,,,,,,,,,,,,NO,
94-14-64-63,0565-004-001,1,MAHINDI,1,PROCESSED,1,80,KG,80,NO,,,,,,,,,,,,,YES,4800
34-81-69-35,0565-005-001,1,MAHINDI,1,PROCESSED,1,362,KG,362,NO,,,,,,,,,,,,,YES,25000
24-83-68-12,0566-001-001,1,MAHINDI,1,PROCESSED,1,400,KG,400,NO,,,,,,,,,,,,,YES,19200
28-88-07-10,0567-001-001,1,MAHINDI,1,PROCESSED,1,500,KG,500,NO,,,,,,,,,,,,,YES,37500
38-87-96-66,0568-001-001,1,MAHINDI,1,PROCESSED,1,420,KG,420,NO,,,,,,,,,,,,,YES,32000
83-04-78-20,0569-001-001,1,MAHINDI,1,PROCESSED,1,580,KG,600,NO,,,,,,,,,,,,,YES,45000
15-73-35-36,0570-001-001,1,MAHINDI,1,PROCESSED,1,234,KG,234,NO,,,,,,,,,,,,,YES,19500
03-83-80-72,0571-001-001,1,MAHINDI,1,PROCESSED,1,864,KG,864,NO,,,,,,,,,,,,,YES,72000
90-97-25-55,0572-001-003,1,MAHINDI,1,PROCESSED,1,30,KG,30,NO,,,,,,,,,,,,,YES,1500
91-66-88-33,0573-001-001,1,MAHINDI,1,PROCESSED,1,1080,KG,1080,NO,,,,,,,,,,,,,YES,60000
49-17-08-99,0573-001-003,1,MAHINDI,1,PROCESSED,1,1080,KG,1080,NO,,,,,,,,,,,,,YES,60000
92-86-58-31,0573-001-006,1,MAHINDI,1,PROCESSED,1,522,KG,522,NO,,,,,,,,,,,,,YES,29000
07-49-15-09,0573-003-001,1,MAHINDI,1,PROCESSED,1,2880,KG,3600,NO,,,,,,,,,,,,,YES,216000
07-49-15-09,0573-003-001,2,MAHINDI,1,BY-PRODUCT,9,720,KG,3600,NO,,,,,,,,,,,,,NO,
07-49-15-09,0573-003-001,3,ALIZETI,26,PROCESSED,3,40,LITRE,180,NO,,,,,,,,,,,,,YES,12000
42-98-59-24,0573-003-004,1,MAHINDI,1,PROCESSED,1,936,KG,936,NO,,,,,,,,,,,,,YES,52000
42-98-59-24,0573-003-004,2,MPUNGA,2,PROCESSED,2,650,KG,928,NO,,,,,,,,,,,,,YES,58000
44-14-27-75,0573-003-013,1,MPUNGA,2,PROCESSED,2,3600,KG,6300,NO,,,,,,,,,,,,,YES,270000
44-14-27-75,0573-003-013,2,MPUNGA,2,BY-PRODUCT,11,2700,KG,6300,NO,,,,,,,,,,,,,NO,
06-06-62-86,0573-006-001,1,MAHINDI,1,PROCESSED,1,972,KG,972,NO,,,,,,,,,,,,,YES,54000
41-81-57-58,0573-006-003,1,MAHINDI,1,PROCESSED,1,560,KG,560,NO,,,,,,,,,,,,,YES,28000
97-37-90-23,0573-006-009,1,MAHINDI,1,PROCESSED,1,542,LITRE,542,NO,,,,,,,,,,,,,YES,27100
89-23-01-64,0574-001-001,1,MAHINDI,1,PROCESSED,1,648,KG,648,NO,,,,,,,,,,,,,YES,36000
40-69-36-56,0575-001-001,1,1660,1,PROCESSED,1,1660,KG,1660,NO,,,,,,,,,,,,,YES,83000
37-88-75-54,0576-001-001,1,MAHINDI,1,PROCESSED,1,420,KG,420,NO,,,,,,,,,,,,,YES,31500
37-88-75-54,0576-001-001,2,ALIZETI,26,PROCESSED,3,4,LITRE,15,NO,,,,,,,,,,,,,YES,1400
71-32-15-08,0576-001-002,1,MAHINDI,1,PROCESSED,1,412,KG,516,NO,,,,,,,,,,,,,YES,20640
41-29-51-24,0580-001-001,1,MAHINDI,1,PROCESSED,1,594,KG,594,NO,,,,,,,,,,,,,YES,33000
01-70-68-94,0582-001-001,1,MAHINDI,1,PROCESSED,1,40,KG,40,NO,,,,,,,,,,,,,YES,1600
94-08-85-82,0583-001-001,1,MAHINDI,1,PROCESSED,1,240,KG,328,NO,,,,,,,,,,,,,YES,30000
21-37-46-84,0584-001-001,1,MAHINDI,1,PROCESSED,1,576,KG,864,NO,,,,,,,,,,,,,NO,
21-37-46-84,0584-001-001,2,MAHINDI,1,BY-PRODUCT,9,288,KG,864,NO,,,,,,,,,,,,,NO,
21-37-46-84,0584-001-001,3,MPUNGA,57,PROCESSED,2,216,KG,384,NO,,,,,,,,,,,,,NO,
21-37-46-84,0584-001-001,4,MPUNGA,57,BY-PRODUCT,11,176,KG,392,NO,,,,,,,,,,,,,NO,
89-16-16-87,0585-001-001,1,MAHINDI,10,PROCESSED,1,520,KG,520,NO,,,,,,,,,,,,,YES,14500
89-16-16-87,0585-001-001,2,MUHOGO,10,PROCESSED,1,350,LITRE,350,NO,,,,,,,,,,,,,YES,17500
76-83-41-82,0585-001-003,1,MAHINDI,1,PROCESSED,1,178,KG,178,NO,,,,,,,,,,,,,YES,5000
76-83-41-82,0585-001-003,2,MUHOGO,10,PROCESSED,1,80,KG,80,NO,,,,,,,,,,,,,YES,3000
61-66-15-53,0588-001-001,1,MPUNGA,2,PROCESSED,2,108,KG,180,NO,,,,,,,,,,,,,YES,8400
08-69-28-04,0589-001-001,1,MAHINDI,1,PROCESSED,1,210,KG,250,NO,,,,,,,,,,,,,YES,6000
35-07-93-93,0589-008-001,1,MAHINDI,1,PROCESSED,1,240,KG,240,NO,,,,,,,,,,,,,YES,48000
48-55-92-72,0591-001-001,1,MAHINDI,1,PROCESSED,1,377,KG,377,NO,,,,,,,,,,,,,YES,21000
48-55-92-72,0591-001-001,2,MPUNGA,2,PROCESSED,2,84,KG,120,NO,,,,,,,,,,,,,YES,4000
59-91-83-15,0592-001-001,1,MAHINDI,1,PROCESSED,1,240,KG,240,NO,,,,,,,,,,,,,YES,21000
59-91-83-15,0592-001-001,2,MPUNGA,2,PROCESSED,2,216,KG,392,NO,,,,,,,,,,,,,YES,12000
87-24-38-48,0593-001-001,1,MAHINDI,1,PROCESSED,1,240,KG,240,NO,,,,,,,,,,,,,YES,12000
23-51-18-38,0593-002-001,1,MAHINDI,1,PROCESSED,1,144,KG,144,NO,,,,,,,,,,,,,YES,8000
99-53-65-08,0593-004-001,1,MAHINDI,10,PROCESSED,1,80,KG,80,NO,,,,,,,,,,,,,YES,4000
27-02-40-45,0593-005-001,1,MAHINDI,1,PROCESSED,1,120,KG,120,NO,,,,,,,,,,,,,YES,6000
65-21-27-08,0593-005-008,1,MAHINDI,1,PROCESSED,1,130,KG,130,NO,,,,,,,,,,,,,YES,12500
79-42-79-69,0595-001-001,1,MAHINDI,1,PROCESSED,1,108,KG,108,NO,,,,,,,,,,,,,YES,6000
81-73-84-59,0596-001-001,1,MAHINDI,1,PROCESSED,1,200,KG,200,NO,,,,,,,,,,,,,YES,18000
82-14-82-19,0596-003-001,1,MAHINDI,1,PROCESSED,1,18,KG,18,NO,,,,,,,,,,,,,YES,1000
35-87-73-75,0597-001-001,1,MAHINDI,1,PROCESSED,1,57,KG,57,NO,,,,,,,,,,,,,YES,2850
90-31-84-80,0598-001-001,1,MAHINDI,1,PROCESSED,1,190,KG,190,NO,,,,,,,,,,,,,YES,9500
79-15-68-02,0599-001-001,1,MAHINDI,1,PROCESSED,1,840,KG,840,NO,,,,,,,,,,,,,YES,42000
39-51-58-76,0600-001-001,1,MAHINDI,1,PROCESSED,1,380,KG,380,NO,,,,,,,,,,,,,YES,18000
37-19-01-98,0601-001-001,1,165,1,PROCESSED,1,155,KG,155,NO,,,,,,,,,,,,,YES,7750
25-56-28-11,0602-001-001,1,MAHINDI,1,PROCESSED,1,432,KG,432,NO,,,,,,,,,,,,,YES,24000
61-13-18-51,0603-001-002,1,MAHINDI,1,PROCESSED,1,432,KG,432,NO,,,,,,,,,,,,,YES,24000
84-29-07-25,0605-001-001,1,MAHINDI,1,PROCESSED,1,240,KG,240,NO,,,,,,,,,,,,,YES,12000
84-29-07-25,0605-001-001,2,MUHOGO,10,PROCESSED,1,420,KG,420,NO,,,,,,,,,,,,,YES,10000
59-14-73-55,0606-001-001,1,MAHINDI,1,PROCESSED,1,54,KG,54,NO,,,,,,,,,,,,,YES,3000
51-08-90-35,0607-001-001,1,MAHINDI,1,PROCESSED,1,540,KG,702,NO,,,,,,,,,,,,,YES,25200
94-70-48-92,0607-001-010,1,MAHINDI,1,PROCESSED,2,158,KG,170,NO,,,,,,,,,,,,,YES,5600
96-10-55-67,0607-007-001,1,MAHINDI,1,PROCESSED,1,1056,KG,1188,NO,,,,,,,,,,,,,YES,46200
69-19-17-73,0608-001-001,1,MAHINDI,1,PROCESSED,1,522,KG,580,NO,,,,,,,,,,,,,YES,20300
69-19-17-73,0608-001-001,2,MPUNGA,2,PROCESSED,2,135,KG,270,NO,,,,,,,,,,,,,YES,10500
08-01-84-64,0608-001-006,1,MAHINDI,1,PROCESSED,1,180,KG,200,NO,,,,,,,,,,,,,YES,14000
82-94-25-62,0608-003-001,1,MAHINDI,1,PROCESSED,1,350,KG,350,NO,,,,,,,,,,,,,YES,14000
34-57-76-92,0609-001-002,1,MAHINDI,1,PROCESSED,1,130,KG,130,NO,,,,,,,,,,,,,YES,5100
22-33-98-93,0610-001-001,1,MAHINDI,1,PROCESSED,1,400,KG,400,NO,,,,,,,,,,,,,YES,16000
22-33-98-93,0610-001-001,2,MPUNGA,2,PROCESSED,2,140,KG,200,NO,,,,,,,,,,,,,NO,
95-21-39-33,0610-003-001,1,MAHINDI,1,PROCESSED,1,612,KG,612,NO,,,,,,,,,,,,,YES,23800
86-61-31-93,0610-103-002,1,MAHINDI,1,PROCESSED,1,1900,KG,1900,NO,,,,,,,,,,,,,YES,57000
86-61-31-93,0610-103-002,2,MPUNGA,2,PROCESSED,2,900,KG,1500,NO,,,,,,,,,,,,,YES,45000
61-90-91-70,0610-103-007,1,MAHINDI,1,PROCESSED,1,2400,KG,2400,NO,,,,,,,,,,,,,YES,72000
61-90-91-70,0610-103-007,2,MTAMA,3,PROCESSED,1,270,KG,270,NO,,,,,,,,,,,,,YES,10800
61-90-91-70,0610-103-007,3,MPUNGA,2,PROCESSED,2,90,KG,180,NO,,,,,,,,,,,,,YES,7200
32-15-87-86,0611-001-001,1,MAHINDI,1,PROCESSED,1,540,KG,600,NO,,,,,,,,,,,,,YES,21000
90-55-11-26,0612-001-001,1,MAHINDI,1,PROCESSED,1,360,KG,360,NO,,,,,,,,,,,,,YES,12600
87-62-36-12,0613-001-001,1,MAHINDI,1,PROCESSED,1,300,KG,300,NO,,,,,,,,,,,,,YES,11500
72-23-86-21,0614-001-001,1,MAHINDI,1,PROCESSED,1,350,KG,360,NO,,,,,,,,,,,,,YES,13800
09-71-68-21,0614-005-001,1,MAHINDI,1,PROCESSED,1,600,KG,600,NO,,,,,,,,,,,,,YES,21000
09-71-68-21,0614-005-001,2,MTAMA,3,PROCESSED,1,1350,KG,1350,NO,,,,,,,,,,,,,YES,63000
81-97-59-95,0614-005-007,1,MAHINDI,1,PROCESSED,1,340,KG,340,NO,,,,,,,,,,,,,YES,17000
81-97-59-95,0614-005-007,2,MPUNGA,2,PROCESSED,2,100,KG,150,NO,,,,,,,,,,,,,YES,14500
59-27-17-97,0615-001-001,1,MAHINDI,1,PROCESSED,1,432,KG,432,NO,,,,,,,,,,,,,YES,16800
59-27-17-97,0615-001-001,2,MAHINDI,1,PROCESSED,2,96,KG,108,NO,,,,,,,,,,,,,YES,4200
59-27-17-97,0615-001-001,3,MAHINDI,1,BY-PRODUCT,9,12,KG,108,NO,,,,,,,,,,,,,NO,
36-59-40-79,0615-001-005,1,MAHINDI,1,PROCESSED,1,140,KG,140,NO,,,,,,,,,,,,,YES,4900
72-37-27-09,0615-005-001,1,MAHINDI,1,PROCESSED,1,816,KG,864,NO,,,,,,,,,,,,,YES,33600
95-72-82-97,0616-001-001,1,MAHINDI,1,PROCESSED,1,840,KG,840,NO,,,,,,,,,,,,,YES,29400
95-72-82-97,0616-001-001,2,MAHINDI,1,PROCESSED,2,51,KG,60,NO,,,,,,,,,,,,,YES,2100
95-72-82-97,0616-001-001,3,MAHINDI,1,PROCESSED,8,9,KG,60,NO,,,,,,,,,,,,,NO,
95-72-82-97,0616-001-001,4,ALIZETI,26,PROCESSED,3,5,LITRE,45,NO,,,,,,,,,,,,,YES,3000
95-72-82-97,0616-001-001,5,MPUNGA,2,PROCESSED,2,378,KG,540,NO,,,,,,,,,,,,,YES,4200
34-22-09-73,0617-001-001,1,MAHINDI,1,PROCESSED,1,1728,KG,1728,NO,,,,,,,,,,,,,YES,67200
34-22-09-73,0617-001-001,2,MTAMA,3,PROCESSED,1,500,KG,500,NO,,,,,,,,,,,,,YES,17500
34-22-09-73,0617-001-001,3,MPUNGA,2,PROCESSED,2,294,KG,490,NO,,,,,,,,,,,,,NO,
28-99-90-15,0618-001-001,1,MAHINDI,1,PROCESSED,1,706,KG,706,NO,,,,,,,,,,,,,YES,27500
28-99-90-15,0618-001-001,2,MPUNGA,2,PROCESSED,2,156,KG,260,NO,,,,,,,,,,,,,NO,
28-99-90-15,0618-001-001,3,MTAMA,3,PROCESSED,1,1212,KG,121,NO,,,,,,,,,,,,,YES,42500
63-53-63-51,0618-006-001,1,MAHINDI,1,PROCESSED,1,1512,KG,1512,NO,,,,,,,,,,,,,YES,58800
12-53-83-49,0619-001-001,1,MTAMA,3,PROCESSED,1,210,KG,210,NO,,,,,,,,,,,,,YES,13650
37-98-90-37,0619-106-001,1,MAHINDI,1,PROCESSED,1,180,KG,180,NO,,,,,,,,,,,,,YES,18000
85-92-67-52,0620-001-001,1,MAHINDI,1,PROCESSED,1,360,KG,360,NO,,,,,,,,,,,,,YES,4200
07-29-77-96,0620-001-002,1,MAHINDI,1,PROCESSED,1,40,KG,40,NO,,,,,,,,,,,,,YES,1600
07-29-77-96,0620-001-002,2,KARANGA,28,PROCESSED,2,9,KG,15,NO,,,,,,,,,,,,,NO,
52-77-78-43,0621-001-001,1,MAHINDI,1,PROCESSED,1,360,KG,360,NO,,,,,,,,,,,,,YES,12500
52-77-78-43,0621-001-001,2,MPUNGA,2,PROCESSED,2,200,KG,260,NO,,,,,,,,,,,,,YES,10000
52-77-78-43,0621-001-001,3,MUHOGO,10,PROCESSED,1,54,KG,540,NO,,,,,,,,,,,,,YES,15000
07-54-46-36,0622-001-001,1,MAHINDI,1,PROCESSED,1,180,KG,180,NO,,,,,,,,,,,,,YES,5000
73-37-55-41,0623-001-001,1,MAHINDI,1,PROCESSED,1,2760,KG,2760,NO,,,,,,,,,,,,,YES,138000
73-37-55-41,0623-001-001,2,MPUNGA,2,PROCESSED,2,1010,KG,1515,NO,,,,,,,,,,,,,YES,101000
73-42-88-19,0623-001-004,1,MAHINDI,1,PROCESSED,1,340,KG,340,NO,,,,,,,,,,,,,YES,110000
30-47-51-83,0624-001-001,1,MAHINDI,1,PROCESSED,1,300,KG,350,NO,,,,,,,,,,,,,YES,16000
03-63-30-10,0626-001-001,1,MPUNGA,2,PROCESSED,2,40,KG,80,NO,,,,,,,,,,,,,YES,10000
93-07-34-90,0626-001-003,1,MAHINDI,1,PROCESSED,1,100,KG,100,NO,,,,,,,,,,,,,YES,2500
93-07-34-90,0626-001-003,2,MPUNGA,2,PROCESSED,2,80,KG,120,NO,,,,,,,,,,,,,YES,6000
79-79-04-32,0626-001-004,1,MPUNGA,2,PROCESSED,2,233,KG,334,NO,,,,,,,,,,,,,YES,11000
92-54-51-07,0628-001-001,1,MAHINDI,1,PROCESSED,1,460,KG,460,NO,,,,,,,,,,,,,YES,23000
92-54-51-07,0628-001-001,2,MPUNGA,2,PROCESSED,2,563,KG,750,NO,,,,,,,,,,,,,YES,37500
34-90-65-56,0628-003-001,1,MAHINDI,1,PROCESSED,1,470,KG,470,NO,,,,,,,,,,,,,YES,23500
34-90-65-56,0628-003-001,2,MPUNGA,2,PROCESSED,2,50,KG,75,NO,,,,,,,,,,,,,YES,5000
34-90-65-56,0628-003-001,3,KARANGA,28,PROCESSED,2,60,KG,90,NO,,,,,,,,,,,,,NO,
84-70-52-23,0628-003-003,1,MAHINDI,1,PROCESSED,1,236,KG,236,NO,,,,,,,,,,,,,YES,11800
84-70-52-23,0628-003-003,2,KARANGA,28,PROCESSED,2,130,KG,180,NO,,,,,,,,,,,,,NO,
31-16-19-07,0628-005-001,1,MAHINDI,1,PROCESSED,1,1708,KG,1708,NO,,,,,,,,,,,,,YES,94000
31-16-19-07,0628-005-001,2,MPUNGA,2,PROCESSED,2,1800,KG,2700,NO,,,,,,,,,,,,,YES,90000
67-85-46-72,0629-002-001,1,MAHINDI,1,PROCESSED,1,120,KG,120,NO,,,,,,,,,,,,,YES,6000
35-42-46-81,0630-001-001,1,MAHINDI,1,PROCESSED,1,330,KG,380,NO,,,,,,,,,,,,,YES,19000
35-42-46-81,0630-001-001,2,MAHINDI,1,BY-PRODUCT,9,50,KG,380,YES,50,KG,380,1,,1,,5000,RAFIKI,,RAFIKI,NDANI YA KIJIJI/MJI,NO,
32-73-64-62,0631-001-001,1,MAHINDI,1,PROCESSED,1,64,KG,80,NO,,,,,,,,,,,,,YES,2800
04-35-19-17,0631-008-001,1,MAHINDI,1,PROCESSED,1,40,KG,40,NO,,,,,,,,,,,,,YES,1400
55-80-06-17,0632-001-001,1,MPUNGA,2,PROCESSED,2,600,KG,720,NO,,,,,,,,,,,,,YES,18000
23-49-04-65,0633-001-002,1,MAHINDI,1,PROCESSED,1,480,KG,480,NO,,,,,,,,,,,,,YES,240000
41-41-80-91,0633-011-002,1,MAHINDI,1,PROCESSED,1,162,KG,162,NO,,,,,,,,,,,,,YES,7200
41-41-80-91,0633-011-002,2,MTAMA,3,PROCESSED,1,400,KG,400,NO,,,,,,,,,,,,,YES,16000
41-41-80-91,0633-011-002,3,MPUNGA,2,PROCESSED,2,120,KG,180,NO,,,,,,,,,,,,,YES,9600
76-41-43-15,0634-001-001,1,MAHINDI,1,PROCESSED,1,500,KG,500,NO,,,,,,,,,,,,,YES,20000
25-15-56-96,0637-001-001,1,MAHINDI,1,PROCESSED,1,340,KG,340,NO,,,,,,,,,,,,,YES,17000
25-15-56-96,0637-001-001,2,MPUNGA,2,PROCESSED,2,540,KG,810,NO,,,,,,,,,,,,,YES,54000
76-14-69-90,0638-001-001,1,MAHINDI,1,PROCESSED,1,160,KG,160,NO,,,,,,,,,,,,,YES,16000
80-55-01-46,0639-007-001,1,MAHINDI,1,PROCESSED,1,370,KG,420,NO,,,,,,,,,,,,,YES,20000
80-55-01-46,0639-007-001,2,MUHOGO,10,PROCESSED,8,500,KG,750,NO,,,,,,,,,,,,,NO,
80-55-01-46,0639-007-001,3,MUHOGO,10,PROCESSED,1,500,KG,500,NO,,,,,,,,,,,,,YES,16500
80-55-01-46,0639-007-001,4,MPUNGA,2,PROCESSED,2,520,KG,600,NO,,,,,,,,,,,,,YES,36000
03-58-62-92,0639-007-003,1,MAHINDI,1,PROCESSED,1,400,KG,450,NO,,,,,,,,,,,,,YES,30000
55-68-21-86,0640-001-001,1,MAHINDI,1,PROCESSED,1,120,KG,120,NO,,,,,,,,,,,,,YES,10000
03-65-77-41,0641-001-001,1,MAHINDI,1,PROCESSED,1,120,KG,120,NO,,,,,,,,,,,,,YES,6000
86-97-87-20,0642-001-003,1,MAHINDI,1,PROCESSED,1,125,KG,125,NO,,,,,,,,,,,,,YES,12500
96-16-28-77,0642-001-006,1,MAHINDI,1,PROCESSED,1,90,KG,90,NO,,,,,,,,,,,,,YES,18000
73-72-53-25,0644-001-001,1,MANANASI,59,PROCESSED,4,20,LITRE,80,NO,,,,,,,,,,,,,NO,
95-29-04-76,0645-001-001,1,MUHOGO,10,PROCESSED,1,11,KG,18,NO,,,,,,,,,,,,,YES,1500
95-29-04-76,0645-001-001,2,MAHINDI,1,PROCESSED,1,95,KG,95,NO,,,,,,,,,,,,,YES,10000
73-60-06-64,0646-001-002,1,MAHINDI,1,PROCESSED,1,20,KG,20,NO,,,,,,,,,,,,,YES,2000
73-60-06-64,0646-001-002,2,MIHOGO,10,PROCESSED,1,48,KG,65,NO,,,,,,,,,,,,,YES,4800
32-85-24-94,0648-001-001,1,MUHOGO,10,PROCESSED,1,60,KG,90,NO,,,,,,,,,,,,,YES,6000
21-41-45-56,0652-001-001,1,KAHAWA,38,PROCESSED,1,7,KG,5,NO,,,,,,,,,,,,,NO,
21-41-45-56,0652-001-001,2,MAHINDI,1,PROCESSED,1,26,KG,26,NO,,,,,,,,,,,,,YES,2600
21-41-45-56,0652-001-001,3,MUHOGO,10,PROCESSED,1,18,KG,25,NO,,,,,,,,,,,,,YES,1800
38-47-82-69,0652-003-001,1,MAHINDI,1,PROCESSED,1,38,KG,40,NO,,,,,,,,,,,,,YES,4000
35-30-83-19,0653-001-001,1,MAHINDI,1,PROCESSED,1,38,KG,40,NO,,,,,,,,,,,,,YES,4000
18-25-55-05,0654-004-001,1,MUHOGO,10,PROCESSED,1,180,KG,180,NO,,,,,,,,,,,,,YES,13500
43-17-73-10,0655-001-001,1,MAHINDI,1,PROCESSED,1,288,KG,288,NO,,,,,,,,,,,,,YES,32000
45-08-66-74,0657-001-001,1,MAHINDI,1,PROCESSED,1,60,KG,60,NO,,,,,,,,,,,,,YES,3000
80-11-06-01,0658-001-001,1,MAHINDI,1,PROCESSED,1,72,KG,72,NO,,,,,,,,,,,,,YES,4000
08-56-07-13,0661-002-001,1,MAHINDI,1,PROCESSED,1,40,KG,40,NO,,,,,,,,,,,,,YES,2000
08-56-07-13,0661-002-001,2,MIHOGO,10,PROCESSED,1,60,KG,60,NO,,,,,,,,,,,,,YES,1500
08-56-07-13,0661-002-001,3,MCHIKICHI,29,PROCESSED,3,3,LITRE,10,NO,,,,,,,,,,,,,NO,
51-15-35-70,0662-001-001,1,MAHINDI,1,PROCESSED,1,290,KG,290,NO,,,,,,,,,,,,,YES,14500
10-37-19-93,0662-002-002,1,MAHINDI,1,PROCESSED,1,390,KG,390,NO,,,,,,,,,,,,,YES,19500
74-94-37-74,0663-001-001,1,MAHINDI,1,PROCESSED,1,80,KG,80,NO,,,,,,,,,,,,,YES,8000
69-75-97-36,0663-003-001,1,MAHINDI,1,PROCESSED,1,40,KG,40,NO,,,,,,,,,,,,,YES,2000
05-21-74-76,0664-001-001,1,MAHINDI,1,PROCESSED,1,90,KG,90,NO,,,,,,,,,,,,,YES,5000
05-21-74-76,0664-001-001,2,MIHOGO,10,PROCESSED,1,240,KG,240,NO,,,,,,,,,,,,,YES,6000
59-72-44-58,0665-001-001,1,MAHINDI,1,PROCESSED,1,360,KG,360,NO,,,,,,,,,,,,,YES,18000
99-47-56-63,0666-001-001,1,MAHINDI,1,PROCESSED,1,240,KG,240,NO,,,,,,,,,,,,,YES,12000
99-47-56-63,0666-001-001,2,MPUNGA,2,PROCESSED,2,270,KG,360,NO,,,,,,,,,,,,,YES,18000
96-55-31-90,0667-001-001,1,MAHINDI,1,PROCESSED,1,20,KG,20,NO,,,,,,,,,,,,,YES,2000
31-38-25-42,0672-001-001,1,MAHINDI,1,PROCESSED,1,10,KG,10,NO,,,,,,,,,,,,,YES,700
90-00-57-86,0681-001-002,1,MAHINDI,1,PROCESSED,1,54,KG,54,NO,,,,,,,,,,,,,YES,5400
81-82-35-91,0683-002-002,1,MAHINDI,1,PROCESSED,1,45,KG,50,NO,,,,,,,,,,,,,YES,3000
10-61-49-52,0684-001-002,1,MAHINDI,1,PROCESSED,1,40,KG,40,NO,,,,,,,,,,,,,YES,4000
61-41-06-82,0684-005-001,1,MUHOGO,10,PROCESSED,1,50,KG,80,NO,,,,,,,,,,,,,YES,13500
61-41-06-82,0684-005-001,2,MAHINDI,1,PROCESSED,1,70,KG,80,NO,,,,,,,,,,,,,YES,9000
11-48-68-26,0685-001-001,1,MAHINDI,1,PROCESSED,1,252,KG,252,NO,,,,,,,,,,,,,YES,14000
04-78-48-50,0687-006-002,1,480,1,PROCESSED,1,384,KG,480,NO,,,,,,,,,,,,,YES,24000
56-57-53-73,0688-001-001,1,MAHINDI,1,PROCESSED,1,32,KG,40,NO,,,,,,,,,,,,,YES,4000
23-06-93-51,0689-001-001,1,MAHINDI,1,PROCESSED,1,198,KG,198,NO,,,,,,,,,,,,,YES,16500
75-21-34-64,0689-001-008,1,MAHINDI,1,PROCESSED,1,36,KG,36,NO,,,,,,,,,,,,,YES,2000
27-84-62-21,0694-001-001,1,MAHINDI,1,PROCESSED,1,36,KG,36,NO,,,,,,,,,,,,,YES,2000
91-33-85-80,0695-001-001,1,MAHINDI,1,PROCESSED,1,360,KG,360,NO,,,,,,,,,,,,,YES,18000
53-85-16-71,0695-004-001,1,MAHINDI,1,PROCESSED,1,198,KG,198,NO,,,,,,,,,,,,,YES,11000
64-88-46-60,0695-004-003,1,MAHINDI,1,PROCESSED,1,230,KG,288,NO,,,,,,,,,,,,,YES,21500
60-53-18-73,0696-002-001,1,MIHOGO,10,PROCESSED,1,80,KG,80,NO,,,,,,,,,,,,,NO,
54-36-89-43,0697-001-001,1,MAHINDI,1,PROCESSED,1,70,KG,80,NO,,,,,,,,,,,,,YES,8000
84-43-61-13,0698-003-002,1,MAHINDI,1,PROCESSED,1,50,KG,60,NO,,,,,,,,,,,,,YES,8000
04-80-76-28,0698-009-001,1,MUHOGO,10,PROCESSED,1,23,KG,32,NO,,,,,,,,,,,,,YES,3200
10-70-45-48,0700-001-001,1,MAHINDI,1,PROCESSED,1,108,KG,108,NO,,,,,,,,,,,,,YES,6000
91-91-85-71,0706-002-001,1,MPUNGA,2,PROCESSED,2,65,KG,93,NO,,,,,,,,,,,,,YES,14000
08-56-40-01,0707-001-001,1,MAHINDI,1,PROCESSED,1,324,KG,324,NO,,,,,,,,,,,,,YES,18000
97-10-65-58,0710-001-001,1,MAHINDI,1,PROCESSED,1,108,KG,108,NO,,,,,,,,,,,,,YES,6000
86-12-47-47,0710-003-001,1,MAHINDI,1,PROCESSED,1,60,KG,60,NO,,,,,,,,,,,,,YES,6000
86-12-47-47,0710-003-001,2,MPUNGA,2,PROCESSED,2,80,KG,100,NO,,,,,,,,,,,,,YES,3000
27-62-11-86,0710-004-001,1,MAHINDI,1,PROCESSED,1,222,KG,222,NO,,,,,,,,,,,,,YES,8880
95-04-11-03,0711-001-003,1,MAHINDI,,PROCESSED,1,30,KG,30,NO,,,,,,,,,,,,,YES,1500
55-95-90-52,0715-004-001,1,MPUNGA,2,PROCESSED,2,780,KG,1170,NO,,,,,,,,,,,,,YES,19500
42-21-63-58,0717-001-001,1,MAHINDI,1,PROCESSED,1,40,KG,40,NO,,,,,,,,,,,,,YES,2400
83-10-26-19,0718-001-001,1,MAHINDI,1,PROCESSED,1,460,KG,460,NO,,,,,,,,,,,,,YES,23000
93-92-62-88,0718-010-001,1,MAHINDI,1,PROCESSED,1,864,KG,864,NO,,,,,,,,,,,,,YES,48000
88-78-07-94,0719-001-001,1,MAHINDI,1,PROCESSED,1,60,KG,60,NO,,,,,,,,,,,,,YES,3000
