interview__key,sdd_hhid,sdd_indid,hh_f01,hh_f02,hh_f03,hh_f04,hh_f05,hh_f06,hh_f07,hh_f08,hh_f09,hh_f10,hh_f11,hh_f12,hh_f13,hh_f14,hh_f15
33-84-24-00,0316-001-001,4,NO,,,,,,,,,,,,,,
33-84-24-00,0316-001-001,6,NO,,,,,,,,,,,,,,
33-84-24-00,0316-001-001,7,YES,YES,4000,NO,,NO,,NO,,NO,,NO,,YES,2000
93-08-92-21,0317-002-001,1,NO,,,,,,,,,,,,,,
93-08-92-21,0317-002-001,2,NO,,,,,,,,,,,,,,
93-08-92-21,0317-002-001,3,NO,,,,,,,,,,,,,,
93-08-92-21,0317-002-001,4,NO,,,,,,,,,,,,,,
90-09-81-16,0318-001-001,1,NO,,,,,,,,,,,,,,
90-09-81-16,0318-001-001,2,NO,,,,,,,,,,,,,,
90-09-81-16,0318-001-001,4,NO,,,,,,,,,,,,,,
79-96-60-97,0319-001-001,1,NO,,,,,,,,,,,,,,
79-96-60-97,0319-001-001,2,NO,,,,,,,,,,,,,,
79-96-60-97,0319-001-001,3,NO,,,,,,,,,,,,,,
70-01-42-10,0319-002-001,1,NO,,,,,,,,,,,,,,
70-01-42-10,0319-002-001,3,NO,,,,,,,,,,,,,,
70-01-42-10,0319-002-001,4,NO,,,,,,,,,,,,,,
50-35-86-27,0320-001-001,1,NO,,,,,,,,,,,,,,
87-02-55-58,0321-001-001,1,YES,YES,6000,NO,,NO,,NO,,NO,,NO,,NO,
87-02-55-58,0321-001-001,2,NO,,,,,,,,,,,,,,
87-02-55-58,0321-001-001,3,NO,,,,,,,,,,,,,,
87-02-55-58,0321-001-001,8,NO,,,,,,,,,,,,,,
72-26-60-34,0322-001-001,1,NO,,,,,,,,,,,,,,
72-26-60-34,0322-001-001,2,NO,,,,,,,,,,,,,,
72-26-60-34,0322-001-001,3,NO,,,,,,,,,,,,,,
72-26-60-34,0322-001-001,4,NO,,,,,,,,,,,,,,
72-26-60-34,0322-001-001,5,NO,,,,,,,,,,,,,,
18-58-75-31,0322-006-001,1,NO,,,,,,,,,,,,,,
18-58-75-31,0322-006-001,2,YES,YES,,NO,,NO,,NO,,NO,,NO,,NO,
18-58-75-31,0322-006-001,3,NO,,,,,,,,,,,,,,
18-58-75-31,0322-006-001,4,YES,YES,,NO,,NO,,NO,,NO,,NO,,NO,
65-67-16-12,0323-001-001,1,NO,,,,,,,,,,,,,,
65-67-16-12,0323-001-001,2,NO,,,,,,,,,,,,,,
65-67-16-12,0323-001-001,3,NO,,,,,,,,,,,,,,
52-03-88-73,0324-001-001,1,NO,,,,,,,,,,,,,,
52-03-88-73,0324-001-001,2,NO,,,,,,,,,,,,,,
52-03-88-73,0324-001-001,3,YES,YES,,NO,,NO,,NO,,NO,,NO,,NO,
50-46-20-22,0325-002-001,1,NO,,,,,,,,,,,,,,
50-46-20-22,0325-002-001,4,NO,,,,,,,,,,,,,,
50-46-20-22,0325-002-001,5,NO,,,,,,,,,,,,,,
50-46-20-22,0325-002-001,6,NO,,,,,,,,,,,,,,
75-47-93-54,0326-001-001,1,NO,,,,,,,,,,,,,,
75-47-93-54,0326-001-001,2,NO,,,,,,,,,,,,,,
75-47-93-54,0326-001-001,3,YES,YES,,NO,,NO,,NO,,NO,,NO,,NO,
75-47-93-54,0326-001-001,4,NO,,,,,,,,,,,,,,
38-80-82-46,0327-001-001,1,NO,,,,,,,,,,,,,,
38-80-82-46,0327-001-001,2,YES,YES,5000,NO,,NO,,NO,,NO,,NO,,NO,
38-80-82-46,0327-001-001,3,YES,YES,,NO,,NO,,NO,,NO,,NO,,NO,
38-80-82-46,0327-001-001,4,NO,,,,,,,,,,,,,,
38-80-82-46,0327-001-001,5,NO,,,,,,,,,,,,,,
88-15-45-24,0328-001-001,1,NO,,,,,,,,,,,,,,
88-15-45-24,0328-001-001,2,YES,YES,,NO,,NO,,NO,,NO,,NO,,NO,
88-15-45-24,0328-001-001,3,YES,YES,,NO,,NO,,NO,,NO,,NO,,NO,
24-39-40-17,0329-001-001,1,YES,YES,25200,NO,,NO,,NO,,NO,,NO,,NO,
24-39-40-17,0329-001-001,2,YES,YES,,NO,,NO,,NO,,NO,,NO,,NO,
24-39-40-17,0329-001-001,4,YES,YES,,NO,,NO,,NO,,NO,,NO,,NO,
79-72-16-28,0330-001-001,1,NO,,,,,,,,,,,,,,
79-72-16-28,0330-001-001,2,NO,,,,,,,,,,,,,,
79-72-16-28,0330-001-001,3,NO,,,,,,,,,,,,,,
79-72-16-28,0330-001-001,4,NO,,,,,,,,,,,,,,
79-72-16-28,0330-001-001,6,NO,,,,,,,,,,,,,,
79-72-16-28,0330-001-001,7,NO,,,,,,,,,,,,,,
38-57-13-13,0331-001-001,1,NO,,,,,,,,,,,,,,
38-57-13-13,0331-001-001,2,NO,,,,,,,,,,,,,,
38-57-13-13,0331-001-001,3,NO,,,,,,,,,,,,,,
38-57-13-13,0331-001-001,4,NO,,,,,,,,,,,,,,
62-23-66-59,0332-004-001,1,NO,,,,,,,,,,,,,,
62-23-66-59,0332-004-001,2,NO,,,,,,,,,,,,,,
62-23-66-59,0332-004-001,3,NO,,,,,,,,,,,,,,
90-12-94-91,0335-001-001,1,NO,,,,,,,,,,,,,,
90-12-94-91,0335-001-001,3,NO,,,,,,,,,,,,,,
90-12-94-91,0335-001-001,4,NO,,,,,,,,,,,,,,
90-12-94-91,0335-001-001,5,NO,,,,,,,,,,,,,,
90-12-94-91,0335-001-001,6,NO,,,,,,,,,,,,,,
90-12-94-91,0335-001-001,7,NO,,,,,,,,,,,,,,
59-32-89-82,0336-001-001,1,YES,YES,28000,NO,,NO,,NO,,YES,1000,NO,,NO,
59-32-89-82,0336-001-001,2,YES,YES,,NO,,NO,,NO,,NO,,NO,,NO,
95-97-57-76,0337-001-001,1,NO,,,,,,,,,,,,,,
95-97-57-76,0337-001-001,2,YES,YES,10000,NO,,NO,,NO,,NO,,NO,,NO,
95-97-57-76,0337-001-001,3,NO,,,,,,,,,,,,,,
95-97-57-76,0337-001-001,4,NO,,,,,,,,,,,,,,
79-32-59-15,0337-003-001,1,NO,,,,,,,,,,,,,,
79-32-59-15,0337-003-001,3,NO,,,,,,,,,,,,,,
57-22-81-69,0338-001-001,1,NO,,,,,,,,,,,,,,
58-48-25-77,0339-001-001,1,NO,,,,,,,,,,,,,,
09-00-90-33,0340-001-001,1,NO,,,,,,,,,,,,,,
09-00-90-33,0340-001-001,2,NO,,,,,,,,,,,,,,
09-00-90-33,0340-001-001,3,NO,,,,,,,,,,,,,,
54-25-70-23,0341-001-001,1,YES,YES,6000,NO,,NO,,NO,,NO,,NO,,NO,
54-25-70-23,0341-001-001,3,YES,YES,6000,NO,,NO,,NO,,NO,,NO,,NO,
42-32-57-47,0342-001-001,1,NO,,,,,,,,,,,,,,
42-32-57-47,0342-001-001,4,NO,,,,,,,,,,,,,,
42-32-57-47,0342-001-001,5,YES,YES,,NO,,NO,,NO,,NO,,NO,,NO,
42-32-57-47,0342-001-001,6,NO,,,,,,,,,,,,,,
42-32-57-47,0342-001-001,7,NO,,,,,,,,,,,,,,
84-20-57-41,0342-001-002,1,YES,YES,30000,NO,,NO,,NO,,YES,5500,NO,,NO,
85-31-76-02,0343-001-001,1,YES,YES,,NO,,NO,,NO,,NO,,NO,,NO,
85-31-76-02,0343-001-001,2,NO,,,,,,,,,,,,,,
17-16-19-11,0343-005-001,1,NO,,,,,,,,,,,,,,
17-16-19-11,0343-005-001,2,YES,YES,,NO,,NO,,NO,,NO,,NO,,NO,
17-16-19-11,0343-005-001,6,YES,YES,,NO,,NO,,NO,,NO,,NO,,NO,
17-16-19-11,0343-005-001,7,YES,YES,,NO,,NO,,NO,,NO,,NO,,NO,
17-16-19-11,0343-005-001,8,YES,YES,,NO,,NO,,NO,,NO,,NO,,NO,
17-16-19-11,0343-005-001,9,YES,YES,,NO,,NO,,NO,,NO,,NO,,NO,
03-69-94-07,0343-005-005,1,YES,YES,36000,NO,,NO,,NO,,YES,6000,YES,500,NO,
50-97-33-57,0344-001-001,1,NO,,,,,,,,,,,,,,
50-97-33-57,0344-001-001,2,YES,YES,,NO,,NO,,NO,,NO,,NO,,NO,
50-97-33-57,0344-001-001,4,NO,,,,,,,,,,,,,,
50-97-33-57,0344-001-001,9,NO,,,,,,,,,,,,,,
26-84-97-44,0346-001-001,1,YES,YES,4500,NO,,NO,,NO,,NO,,NO,,NO,
26-84-97-44,0346-001-001,2,NO,,,,,,,,,,,,,,
26-84-97-44,0346-001-001,3,NO,,,,,,,,,,,,,,
33-87-72-22,0347-001-001,1,NO,,,,,,,,,,,,,,
33-87-72-22,0347-001-001,2,NO,,,,,,,,,,,,,,
33-87-72-22,0347-001-001,3,NO,,,,,,,,,,,,,,
33-87-72-22,0347-001-001,4,NO,,,,,,,,,,,,,,
27-37-98-68,0348-001-001,1,NO,,,,,,,,,,,,,,
27-37-98-68,0348-001-001,2,NO,,,,,,,,,,,,,,
27-37-98-68,0348-001-001,3,YES,YES,21000,NO,,NO,,NO,,NO,,NO,,NO,
27-37-98-68,0348-001-001,4,NO,,,,,,,,,,,,,,
62-47-27-99,0348-001-005,1,NO,,,,,,,,,,,,,,
62-47-27-99,0348-001-005,2,NO,,,,,,,,,,,,,,
62-47-27-99,0348-001-005,3,NO,,,,,,,,,,,,,,
62-47-27-99,0348-001-005,5,NO,,,,,,,,,,,,,,
62-47-27-99,0348-001-005,6,NO,,,,,,,,,,,,,,
03-38-40-57,0349-001-001,1,YES,YES,7500,NO,,NO,,NO,,YES,3500,NO,,NO,
83-73-69-11,0350-001-001,1,NO,,,,,,,,,,,,,,
05-53-86-21,0351-001-001,1,YES,YES,60000,YES,6000,NO,,NO,,YES,17000,NO,,NO,
62-06-81-29,0352-001-001,1,NO,,,,,,,,,,,,,,
62-06-81-29,0352-001-001,2,NO,,,,,,,,,,,,,,
62-06-81-29,0352-001-001,3,NO,,,,,,,,,,,,,,
62-06-81-29,0352-001-001,4,NO,,,,,,,,,,,,,,
62-06-81-29,0352-001-001,5,NO,,,,,,,,,,,,,,
52-06-17-29,0353-001-001,1,NO,,,,,,,,,,,,,,
72-28-80-03,0354-001-001,1,YES,YES,2000,YES,1000,NO,,NO,,NO,,NO,,NO,
72-28-80-03,0354-001-001,2,YES,YES,12000,NO,,NO,,NO,,NO,,NO,,NO,
72-28-80-03,0354-001-001,3,NO,,,,,,,,,,,,,,
78-10-03-87,0356-001-001,1,NO,,,,,,,,,,,,,,
78-10-03-87,0356-001-001,2,NO,,,,,,,,,,,,,,
74-58-85-63,0357-001-001,1,NO,,,,,,,,,,,,,,
74-58-85-63,0357-001-001,2,NO,,,,,,,,,,,,,,
74-58-85-63,0357-001-001,3,NO,,,,,,,,,,,,,,
74-58-85-63,0357-001-001,4,NO,,,,,,,,,,,,,,
74-58-85-63,0357-001-001,5,NO,,,,,,,,,,,,,,
74-58-85-63,0357-001-001,7,NO,,,,,,,,,,,,,,
74-58-85-63,0357-001-001,8,NO,,,,,,,,,,,,,,
16-56-85-66,0357-003-001,1,NO,,,,,,,,,,,,,,
16-56-85-66,0357-003-001,2,NO,,,,,,,,,,,,,,
16-56-85-66,0357-003-001,3,NO,,,,,,,,,,,,,,
81-04-99-31,0358-001-001,1,NO,,,,,,,,,,,,,,
81-04-99-31,0358-001-001,3,NO,,,,,,,,,,,,,,
57-01-29-66,0359-001-001,1,NO,,,,,,,,,,,,,,
57-01-29-66,0359-001-001,2,NO,,,,,,,,,,,,,,
57-01-29-66,0359-001-001,3,YES,YES,18000,NO,,NO,,NO,,YES,6000,NO,,NO,
57-01-29-66,0359-001-001,4,NO,,,,,,,,,,,,,,
34-32-29-13,0360-001-001,1,NO,,,,,,,,,,,,,,
34-32-29-13,0360-001-001,2,YES,YES,12000,NO,,NO,,NO,,NO,,NO,,NO,
34-32-29-13,0360-001-001,3,NO,,,,,,,,,,,,,,
34-32-29-13,0360-001-001,4,NO,,,,,,,,,,,,,,
34-32-29-13,0360-001-001,6,NO,,,,,,,,,,,,,,
75-12-65-48,0361-001-001,1,NO,,,,,,,,,,,,,,
75-12-65-48,0361-001-001,2,NO,,,,,,,,,,,,,,
75-12-65-48,0361-001-001,3,YES,YES,8000,NO,,NO,,NO,,NO,,NO,,NO,
75-12-65-48,0361-001-001,4,NO,,,,,,,,,,,,,,
75-12-65-48,0361-001-001,5,YES,YES,3000,NO,,NO,,NO,,NO,,NO,,NO,
05-93-71-40,0362-001-001,1,NO,,,,,,,,,,,,,,
05-93-71-40,0362-001-001,4,NO,,,,,,,,,,,,,,
25-93-23-16,0363-001-001,1,NO,,,,,,,,,,,,,,
25-93-23-16,0363-001-001,2,NO,,,,,,,,,,,,,,
25-93-23-16,0363-001-001,3,YES,YES,10000,NO,,NO,,NO,,NO,,NO,,NO,
25-93-23-16,0363-001-001,4,YES,NO,,YES,21000,NO,,NO,,YES,2000,NO,,NO,
25-93-23-16,0363-001-001,5,YES,NO,,YES,15000,NO,,NO,,YES,10000,NO,,NO,
25-93-23-16,0363-001-001,6,NO,,,,,,,,,,,,,,
25-93-23-16,0363-001-001,7,NO,,,,,,,,,,,,,,
25-93-23-16,0363-001-001,8,NO,,,,,,,,,,,,,,
82-38-78-50,0363-003-001,1,NO,,,,,,,,,,,,,,
16-25-69-84,0364-001-001,1,YES,YES,1000,NO,,NO,,NO,,NO,,NO,,NO,
16-25-69-84,0364-001-001,2,NO,,,,,,,,,,,,,,
16-25-69-84,0364-001-001,3,NO,,,,,,,,,,,,,,
16-25-69-84,0364-001-001,4,NO,,,,,,,,,,,,,,
16-25-69-84,0364-001-001,5,NO,,,,,,,,,,,,,,
88-18-02-06,0366-001-001,1,NO,,,,,,,,,,,,,,
88-18-02-06,0366-001-001,2,NO,,,,,,,,,,,,,,
88-18-02-06,0366-001-001,3,NO,,,,,,,,,,,,,,
98-93-28-99,0367-001-001,1,NO,,,,,,,,,,,,,,
98-93-28-99,0367-001-001,2,YES,YES,2000,NO,,NO,,NO,,NO,,NO,,NO,
72-02-74-10,0368-001-001,1,YES,YES,12000,YES,5000,NO,,NO,,YES,2000,NO,,NO,
72-02-74-10,0368-001-001,2,NO,,,,,,,,,,,,,,
72-02-74-10,0368-001-001,3,YES,YES,,NO,,NO,,NO,,NO,,NO,,NO,
72-02-74-10,0368-001-001,4,YES,YES,,NO,,NO,,NO,,NO,,NO,,NO,
72-02-74-10,0368-001-001,5,NO,,,,,,,,,,,,,,
72-02-74-10,0368-001-001,6,YES,YES,35000,NO,,NO,,NO,,NO,,NO,,NO,
72-02-74-10,0368-001-001,7,YES,YES,,NO,,NO,,NO,,NO,,NO,,NO,
72-02-74-10,0368-001-001,8,YES,YES,,NO,,NO,,NO,,NO,,NO,,NO,
72-02-74-10,0368-001-001,9,NO,,,,,,,,,,,,,,
37-91-82-56,0369-001-001,1,YES,YES,7000,NO,,YES,7000,NO,,NO,,NO,,NO,
37-91-82-56,0369-001-001,2,NO,,,,,,,,,,,,,,
37-91-82-56,0369-001-001,3,YES,YES,21000,NO,,NO,,NO,,NO,,NO,,NO,
37-91-82-56,0369-001-001,4,YES,YES,18000,NO,,NO,,NO,,YES,3000,NO,,NO,
37-91-82-56,0369-001-001,5,NO,,,,,,,,,,,,,,
37-91-82-56,0369-001-001,6,NO,,,,,,,,,,,,,,
37-91-82-56,0369-001-001,8,YES,YES,14000,NO,,NO,,NO,,YES,1000,NO,,NO,
37-91-82-56,0369-001-001,9,YES,YES,1500,NO,,NO,,NO,,YES,1000,NO,,NO,
37-91-82-56,0369-001-001,11,NO,,,,,,,,,,,,,,
37-91-82-56,0369-001-001,12,NO,,,,,,,,,,,,,,
89-45-31-74,0369-001-010,1,NO,,,,,,,,,,,,,,
05-20-75-51,0370-001-001,1,NO,,,,,,,,,,,,,,
05-20-75-51,0370-001-001,5,YES,YES,21000,NO,,NO,,NO,,NO,,NO,,NO,
81-59-39-48,0370-002-001,1,YES,YES,15000,NO,,NO,,NO,,NO,,NO,,NO,
81-59-39-48,0370-002-001,2,NO,,,,,,,,,,,,,,
81-59-39-48,0370-002-001,3,NO,,,,,,,,,,,,,,
33-40-21-23,0371-001-001,1,NO,,,,,,,,,,,,,,
33-40-21-23,0371-001-001,2,NO,,,,,,,,,,,,,,
33-40-21-23,0371-001-001,3,NO,,,,,,,,,,,,,,
36-31-22-46,0372-001-001,1,YES,YES,7500,NO,,NO,,YES,12000,NO,,NO,,NO,
36-31-22-46,0372-001-001,2,NO,,,,,,,,,,,,,,
36-31-22-46,0372-001-001,3,YES,YES,7000,NO,,NO,,NO,,YES,2500,NO,,NO,
62-16-24-46,0372-004-001,1,YES,YES,91000,NO,,NO,,NO,,YES,17500,NO,,NO,
95-89-46-21,0372-004-002,1,NO,,,,,,,,,,,,,,
73-64-57-68,0373-001-001,1,NO,,,,,,,,,,,,,,
73-64-57-68,0373-001-001,2,NO,,,,,,,,,,,,,,
73-64-57-68,0373-001-001,3,NO,,,,,,,,,,,,,,
73-64-57-68,0373-001-001,4,YES,YES,21000,YES,10000,NO,,NO,,YES,2000,NO,,NO,
31-00-50-10,0374-001-001,1,NO,,,,,,,,,,,,,,
31-00-50-10,0374-001-001,2,YES,YES,21000,NO,,NO,,NO,,YES,500,NO,,NO,
31-00-50-10,0374-001-001,4,NO,,,,,,,,,,,,,,
31-00-50-10,0374-001-001,5,NO,,,,,,,,,,,,,,
60-58-87-22,0375-001-001,1,YES,YES,10500,NO,,NO,,NO,,YES,4000,NO,,NO,
60-58-87-22,0375-001-001,5,NO,,,,,,,,,,,,,,
21-71-05-05,0375-001-004,1,YES,YES,20000,NO,,NO,,NO,,YES,6500,NO,,NO,
14-25-57-80,0376-001-001,1,NO,,,,,,,,,,,,,,
14-25-57-80,0376-001-001,2,NO,,,,,,,,,,,,,,
14-25-57-80,0376-001-001,3,NO,,,,,,,,,,,,,,
14-25-57-80,0376-001-001,4,NO,,,,,,,,,,,,,,
87-29-04-68,0377-001-001,1,YES,YES,38500,NO,,NO,,NO,,YES,7000,NO,,NO,
87-29-04-68,0377-001-001,4,YES,YES,23100,NO,,NO,,NO,,YES,3500,NO,,NO,
63-19-55-45,0377-001-002,1,YES,YES,12000,NO,,NO,,NO,,YES,4500,NO,,NO,
63-19-55-45,0377-001-002,2,YES,YES,9000,NO,,NO,,NO,,YES,2500,NO,,NO,
63-19-55-45,0377-001-002,3,NO,,,,,,,,,,,,,,
43-16-08-07,0378-001-003,1,YES,YES,28000,YES,5000,NO,,NO,,YES,1000,NO,,NO,
88-99-03-66,0378-003-001,1,YES,YES,7000,NO,,NO,,NO,,YES,3000,NO,,NO,
88-99-03-66,0378-003-001,2,NO,,,,,,,,,,,,,,
88-99-03-66,0378-003-001,3,YES,YES,,NO,,NO,,NO,,NO,,NO,,NO,
88-99-03-66,0378-003-001,4,YES,YES,,NO,,NO,,NO,,NO,,NO,,NO,
88-99-03-66,0378-003-001,5,NO,,,,,,,,,,,,,,
88-99-03-66,0378-003-001,6,NO,,,,,,,,,,,,,,
88-99-03-66,0378-003-001,7,NO,,,,,,,,,,,,,,
88-99-03-66,0378-003-001,8,NO,,,,,,,,,,,,,,
25-45-09-68,0379-001-001,1,NO,,,,,,,,,,,,,,
25-45-09-68,0379-001-001,2,NO,,,,,,,,,,,,,,
25-45-09-68,0379-001-001,3,NO,,,,,,,,,,,,,,
25-45-09-68,0379-001-001,4,NO,,,,,,,,,,,,,,
25-45-09-68,0379-001-001,5,NO,,,,,,,,,,,,,,
53-65-82-49,0380-001-001,1,NO,,,,,,,,,,,,,,
53-65-82-49,0380-001-001,2,NO,,,,,,,,,,,,,,
53-65-82-49,0380-001-001,3,NO,,,,,,,,,,,,,,
53-65-82-49,0380-001-001,5,NO,,,,,,,,,,,,,,
53-65-82-49,0380-001-001,6,NO,,,,,,,,,,,,,,
53-65-82-49,0380-001-001,7,NO,,,,,,,,,,,,,,
53-65-82-49,0380-001-001,8,NO,,,,,,,,,,,,,,
53-65-82-49,0380-001-001,9,NO,,,,,,,,,,,,,,
53-65-82-49,0380-001-001,10,NO,,,,,,,,,,,,,,
82-21-80-57,0380-001-004,1,YES,YES,21000,YES,1500,NO,,NO,,YES,2000,NO,,YES,800
80-78-20-03,0381-001-002,1,NO,,,,,,,,,,,,,,
80-78-20-03,0381-001-002,2,NO,,,,,,,,,,,,,,
80-78-20-03,0381-001-002,3,NO,,,,,,,,,,,,,,
79-55-32-46,0381-002-001,1,NO,,,,,,,,,,,,,,
79-55-32-46,0381-002-001,2,YES,YES,2000,NO,,NO,,NO,,NO,,NO,,NO,
79-55-32-46,0381-002-001,3,NO,,,,,,,,,,,,,,
11-11-48-32,0382-001-001,1,NO,,,,,,,,,,,,,,
11-11-48-32,0382-001-001,2,NO,,,,,,,,,,,,,,
11-11-48-32,0382-001-001,4,NO,,,,,,,,,,,,,,
11-11-48-32,0382-001-001,5,NO,,,,,,,,,,,,,,
11-11-48-32,0382-001-001,6,NO,,,,,,,,,,,,,,
11-11-48-32,0382-001-001,7,NO,,,,,,,,,,,,,,
11-11-48-32,0382-001-001,8,NO,,,,,,,,,,,,,,
58-63-01-26,0382-001-003,1,YES,YES,15500,NO,,NO,,NO,,YES,1400,NO,,NO,
12-44-79-02,0382-003-001,1,YES,YES,10500,NO,,NO,,NO,,YES,1500,NO,,NO,
22-36-64-04,0383-002-001,1,NO,,,,,,,,,,,,,,
22-36-64-04,0383-002-001,2,NO,,,,,,,,,,,,,,
22-36-64-04,0383-002-001,4,NO,,,,,,,,,,,,,,
08-83-65-24,0385-001-001,1,YES,YES,20000,YES,5000,NO,,NO,,YES,4500,NO,,NO,
08-83-65-24,0385-001-001,3,NO,,,,,,,,,,,,,,
08-83-65-24,0385-001-001,5,NO,,,,,,,,,,,,,,
08-83-65-24,0385-001-001,6,NO,,,,,,,,,,,,,,
19-29-01-24,0385-001-002,1,NO,,,,,,,,,,,,,,
11-13-08-42,0386-001-001,1,NO,,,,,,,,,,,,,,
11-13-08-42,0386-001-001,2,NO,,,,,,,,,,,,,,
11-13-08-42,0386-001-001,3,YES,YES,18000,NO,,NO,,NO,,NO,,NO,,NO,
90-22-50-43,0387-001-001,1,NO,,,,,,,,,,,,,,
90-22-50-43,0387-001-001,2,YES,YES,,NO,,NO,,NO,,NO,,NO,,NO,
90-22-50-43,0387-001-001,3,NO,,,,,,,,,,,,,,
90-22-50-43,0387-001-001,4,NO,,,,,,,,,,,,,,
41-18-85-21,0388-001-001,1,YES,YES,5000,NO,,NO,,NO,,NO,,NO,,NO,
41-18-85-21,0388-001-001,2,NO,,,,,,,,,,,,,,
41-18-85-21,0388-001-001,3,YES,YES,,NO,,NO,,NO,,NO,,NO,,NO,
86-45-17-33,0388-005-001,1,NO,,,,,,,,,,,,,,
86-45-17-33,0388-005-001,2,YES,YES,6000,NO,,NO,,NO,,NO,,NO,,NO,
86-45-17-33,0388-005-001,3,NO,,,,,,,,,,,,,,
86-45-17-33,0388-005-001,4,NO,,,,,,,,,,,,,,
43-97-80-50,0389-001-001,1,NO,,,,,,,,,,,,,,
43-97-80-50,0389-001-001,4,YES,YES,,NO,,NO,,NO,,NO,,NO,,NO,
43-97-80-50,0389-001-001,6,NO,,,,,,,,,,,,,,
49-08-86-51,0389-001-002,1,NO,,,,,,,,,,,,,,
49-08-86-51,0389-001-002,2,NO,,,,,,,,,,,,,,
98-73-14-89,0390-001-001,1,YES,YES,2000,NO,,NO,,NO,,NO,,NO,,NO,
98-73-14-89,0390-001-001,2,NO,,,,,,,,,,,,,,
28-94-88-56,0390-001-004,1,YES,YES,21000,NO,,NO,,NO,,NO,,NO,,NO,
77-89-92-35,0391-001-001,1,NO,,,,,,,,,,,,,,
77-89-92-35,0391-001-001,2,NO,,,,,,,,,,,,,,
77-89-92-35,0391-001-001,3,YES,YES,,NO,,NO,,NO,,NO,,NO,,NO,
77-89-92-35,0391-001-001,4,NO,,,,,,,,,,,,,,
77-89-92-35,0391-001-001,5,YES,YES,15000,NO,,NO,,NO,,YES,1000,NO,,NO,
77-89-92-35,0391-001-001,6,NO,,,,,,,,,,,,,,
77-89-92-35,0391-001-001,7,NO,,,,,,,,,,,,,,
03-55-55-72,0391-005-001,1,YES,YES,3000,NO,,NO,,NO,,YES,2000,NO,,NO,
03-55-55-72,0391-005-001,2,YES,YES,1000,NO,,NO,,NO,,NO,,NO,,NO,
03-55-55-72,0391-005-001,3,YES,YES,500,NO,,NO,,NO,,NO,,NO,,NO,
42-04-98-59,0392-001-002,1,NO,,,,,,,,,,,,,,
42-04-98-59,0392-001-002,2,NO,,,,,,,,,,,,,,
42-04-98-59,0392-001-002,3,NO,,,,,,,,,,,,,,
42-04-98-59,0392-001-002,5,NO,,,,,,,,,,,,,,
91-52-62-82,0393-001-001,1,NO,,,,,,,,,,,,,,
91-52-62-82,0393-001-001,2,YES,YES,3000,NO,,NO,,NO,,NO,,NO,,NO,
91-52-62-82,0393-001-001,3,NO,,,,,,,,,,,,,,
91-52-62-82,0393-001-001,4,NO,,,,,,,,,,,,,,
68-78-67-09,0393-002-001,1,YES,YES,1000,NO,,NO,,NO,,NO,,NO,,NO,
68-78-67-09,0393-002-001,3,NO,,,,,,,,,,,,,,
59-34-76-55,0394-001-001,1,NO,,,,,,,,,,,,,,
59-34-76-55,0394-001-001,2,NO,,,,,,,,,,,,,,
59-34-76-55,0394-001-001,3,NO,,,,,,,,,,,,,,
59-34-76-55,0394-001-001,4,NO,,,,,,,,,,,,,,
07-50-77-12,0395-001-001,1,NO,,,,,,,,,,,,,,
07-50-77-12,0395-001-001,2,YES,YES,7000,NO,,NO,,NO,,YES,700,NO,,NO,
07-50-77-12,0395-001-001,3,YES,YES,7000,NO,,NO,,NO,,NO,,NO,,NO,
07-50-77-12,0395-001-001,4,NO,,,,,,,,,,,,,,
07-50-77-12,0395-001-001,5,NO,,,,,,,,,,,,,,
07-50-77-12,0395-001-001,8,NO,,,,,,,,,,,,,,
07-50-77-12,0395-001-001,9,NO,,,,,,,,,,,,,,
36-58-37-13,0395-001-006,1,YES,YES,4000,NO,,YES,3000,NO,,NO,,NO,,NO,
36-58-37-13,0395-001-006,2,NO,,,,,,,,,,,,,,
36-58-37-13,0395-001-006,3,NO,,,,,,,,,,,,,,
36-58-37-13,0395-001-006,4,NO,,,,,,,,,,,,,,
36-58-37-13,0395-001-006,5,NO,,,,,,,,,,,,,,
36-58-37-13,0395-001-006,6,NO,,,,,,,,,,,,,,
47-39-84-55,0396-001-001,1,YES,YES,14000,NO,,NO,,NO,,YES,5000,NO,,NO,
47-39-84-55,0396-001-001,2,NO,,,,,,,,,,,,,,
03-85-55-92,0396-102-001,1,YES,YES,18000,NO,,NO,,NO,,NO,,NO,,YES,2500
41-77-08-50,0397-001-001,1,YES,NO,,NO,,YES,7000,NO,,NO,,NO,,NO,
41-77-08-50,0397-001-001,2,YES,NO,,NO,,YES,4000,NO,,NO,,NO,,NO,
41-77-08-50,0397-001-001,3,NO,,,,,,,,,,,,,,
41-77-08-50,0397-001-001,4,NO,,,,,,,,,,,,,,
26-73-74-39,0398-001-001,1,YES,YES,6000,NO,,NO,,NO,,NO,,NO,,NO,
72-00-98-96,0398-001-002,1,NO,,,,,,,,,,,,,,
72-00-98-96,0398-001-002,2,YES,YES,5000,NO,,NO,,NO,,NO,,NO,,NO,
72-00-98-96,0398-001-002,3,NO,,,,,,,,,,,,,,
46-80-56-01,0398-001-003,3,NO,,,,,,,,,,,,,,
46-80-56-01,0398-001-003,4,NO,,,,,,,,,,,,,,
46-80-56-01,0398-001-003,6,NO,,,,,,,,,,,,,,
46-80-56-01,0398-001-003,7,NO,,,,,,,,,,,,,,
05-84-71-82,0398-001-005,1,NO,,,,,,,,,,,,,,
